artist,song_title,lyrics_clean_ascii,mood
Teoman,İstanbul’u Dinliyorum,1 contributori̇stanbulu dinliyorum lyrics i̇stanbul'u dinliyorum gozlerim kapali once hafiften bir ruzgar esiyor yavas yavas sallaniyor yapraklar agaclarda basinda eski âlemlerin sarhoslugu los kayikhaneleriyle bir yali bir kus cirpiniyor eteklerinde alnin sicak mi degil mi biliyorum dudaklarin islak mi degil mi biliyorum kalbinin vurusundan anliyorum i̇stanbul'u dinliyorum,
Teoman,İstasyon İnsanları,ruhi'dir benim adim hic cikamam evimden dostlar uydururum hayali mutluyumdur bu yuzden bir cicek durbununden insanlara bakarken bir gun bir istasyon gordum trenleri geciken yolcular ellerinde tek gidislik bir bilet henuz bilmeseler de hayat bundan ibaret i̇stasyon insanlari burdalar tesadufen ayni ruyayi gorup ayri yerlere giden i̇stasyon insanlari bur'dalar tesadufen eskiden cok eskiden ben daha cok kucukken henuz cennet plaji otopark olmamisken mercanlarin arasinda kucuk baliklar vardi en guzelleri el boyunda kavunici olanlardi bir gun bir ruya gordum o kavunici balik benmisim buyumem beklenmeden afiyetle yenmisim ruhi'dir benim adim bir sirrim var saklarim ama gorunce anlarsiniz yalniz dikkat acimayin acinmak canimi en cok acitandir,
Teoman,Kadının Gidişi,bir sabah uyaninca derdin yoksam yaninda kalk sor kendine 'bu kadin nerede' diye o yalniz yataginda bak gor aynaya eserinle gurur duy bir daha 'benle gulen aglayan o kadin nerde simdi' diye haykir tum sesinle 'yastiklara sarilirken i̇smimi fisildayan bazen sarki mirildanan o ses yok gulus yok' dans et sessizlikle ses duyamazsin i̇z bulamazsin kadinin gidisi sessiz olur derdin inanmazdim uyanamazsin baska kollarda,
Teoman,Kalbin Yok mu?,cek hayalini gozlerimin onunden cek su hayalini kurtar beni dertten i̇stemem hayalini geleceksen simdi gel boyle ask olur mu hic kalbin yok mu senin yasayamam sensiz muhtacim sesine yuzumde tatli ilik dolasan nefesine goster gercek yuzunu muhtacken sana kimler oksuyor elini gerceksen baska kalpte bana kaldi hayalin yoksa korkuyor musun bu ask sana cok mu senin kalbin yok mu hic,
Teoman,​kaosa vurgun,bir savas sonrasi kullerimden dogmustum sanki zehir zemberek dusuncelerimden o gece enerjiktim kent ve tuz hayat ve olum ayricalik ayricalik ustuneydi dunyada dore lame bir ayakkabi sesinde nikotin kadinin yanima gelmis i̇yi de yokmus kotu de kirginlik varmis dedi sadece makyaji kotu saclarinin sarisi da kohnelik kusulmus gibi etrafa canim dinlemek de istemiyordu onu konusmak da gozlerimi kacirip manzaraya baktim hurmetkâr palmiyeleri fitzgerald′in baktigim tarafta sallaniyordu ruzgârla gitsin istiyordum kadin yalnizligimin pesindeydim gece ve anlam zor birlesiyordu i̇nsanlari seyredip sonumu hatirlatiyordu bana bakmamaya calistim etraftaki kadinlara kendime sariyordum ama o zaman da pas icindeydim her yerim kirli allah kahretsin dedim hayat bir parodiydi alkol kokusu agzinda bitmeyecekti demek bu kuraklik gecmiyor bir turlu dedi nereye varacak sonum zamanin ruzgâri sert dedi cok hayal kur biraz dedim ona hayalleri yasatir insani palavra dedi her sey palavra guldu ruju sonra her sey berbat olmak zorunda mi dedi evet dedim zorunda kikirdadi evet dedi evet zorunda bitsin diye bitirmek var aklimda dedi bana yapiliyor gibi gelen bu iskence sadece dusuncede tabii yoksa odlegimdir dogustan op beni dedi yuzume bakti hareket etmedim bozuldu biraz tamam opme dedi yapma boyle dedim canim opusmek istemiyor senle ilgili degil yanlisliklar yanlisliklar ustune dunyada bakti gulumsedi or'da da aci vardi soldu yuzu biraz ben dogustan boyleyim dedi kaosa vurgun ruhum o romandaki gibi sikildim hesabi soyledim annem hastaydi hep aklimdaydi kizim kizim vardi iyi ki vardi i̇yi degilim dedi i̇yi degilim cok kotu her sey ben gidiyorum dedim yarin cok isim var yalandi tabii tamam dedi optum onu yanagindan sivazladim poposunu iyi hissetsin diye biraz ciktim rahatlamadim ait degildim hicbir yere bir omur vardi onumde yasayacak icimi sikti bu bir kiyamet olsaydi simdi bir zelzele her seyi bir anda silseydi keske disarida artik palmiyeler yoktu beton beton asfalt ve beton taksiciye adresi soyledim uyukladim biraz dusunce kirintilarimda ruyamdaki kadin konustu bitsin diye bitirmek var aklimda bitirmek bitirmek bir anda her seyi uyandim gelmistik indim evime girdim kaosa vurgunmus palavraci hepimiz gibi sadece kendi mitine inanmisti benim gibi her insan gibi dunyadaki,
Teoman,Kardelen,bir telefon cigligiyla yalniz bir gune uyandim bir an yanimdasin sandim dun de yok yarin da yok sonsuz bir simdi icinde o an nefessiz kaldim baska turlu bir sey bu yalniz seni isteyen sen gelsen aniden kardelen ucup gittin elimden peki yine doner misin sen kardelen aciversen yeniden beni hala ister misin ayni cumleyi on kere okurum bir sey anlamam cunku aklim hep sende eski bir ruya ugruna baska bir ruyaya tutundun keske anlasan sen de sen kardelen ucup gittin elimden beni yine sever misin beni yine ister misin beni hala sever misin kardelen kardelen kardelen,
Teoman,​kavgam,en yorgun turundenim insanligin i̇nanmayan artik hic kendine gelecegin huzuruna edip duami birazcik umudum olsun diye kavgam kendimle kavgam hic bitmeyecek beni de bitirecek sonunda kavgam hic bitmeyecek artik sikildim anilarimin hepsinden biktim harika olanlarindan bile yo hic pisman degilim gecmisimden severdim onu haz doluydu ve cok zevkliydi artik olumume kupon biriktirip zorluyorum son kalan hucrelerini beynimin titriyor titriyor titriyor kalbim calismaya i̇ste o zaman lanet olsun zaman nehrine,
Teoman,Kaybedenlerin En Güzeli,1 contributorkaybedenlerin en guzeli lyrics hayat yasayacagiz boyle nasil olsa zaten olecek cesaretimiz yok neler ictik sevistik bir suru insanla i̇ste yapayalniziz bu dunyada belki de oldugu kadar yeter bana demeli insan hayatin verdigi kadar yasamali mi olmeli mi bir ihtimali beklemeli mi sevmeli mi sevmemeli mi kaybedenlerin en guzeli oyle cok dusunuyorum ki seni bazеn kirip dokmek geliyor her sеyi icimden sacma sapan hayatim aslinda,
Teoman,Kelimeler,kaciyor musun asktan hala kosup insandan insana hayati birakip tabaginda bos ver mi diyorsun kanasin i̇cin aciyor mu hic bazi bazi cesur musun gozunu kapadiginda simsikilar mi kirpmiyor musun biliyorum artik cok zor cok kuracak yeni bi' hikayem yok yine de ugrasiyorum rasgele bu eskimis kelimelerle yavasliyor ama durmuyor dunya zaman kimseden degilken yana gitmis herkes evlerimiz bombos batmadik ama su aliyoruz hala hissetmeden basip topraga tuz basmadan yaralarima alt ust olmus cografyanda cebinde bozuk paralarinla kendi mezarina selam durup,
Teoman,Kim?,kim olacak bundan sonra uyandigimda soguk yatagimda kim dinleyecek kalbimi bakacak yuzume guzelmisim gibi sanki kim tutacak son anda bedenimi havada dusen ucurumlarda ben tutarken nefesimi agzindan aldigim agzimda sakladigim ucup gitmesin diye biz buyur dunya degisirken birbirimizi dusunup baskalariyla sevisirken kim sevisecek kalbiyle i̇nandirip sevgiye uyutup nefesiyle kim isitacak teniyle sanki sicak evim olup kis vakti okul donusunde,
Teoman,Kişisel Bir Şey,kisisel bir sey degil bu yasamak zor buralarda kimdendi bu yara diye kalbine sordugunda gercegi istiyorsan diyeceklerimi unuttum garip geliyor dostlar i̇z birakmadan kaybolunca bilirim geri gelmezler ama en guzel gunleriydi onlar hayatimin bazen bir fisilti cikar bagirmaya calisinca tek bir umut bile yok mu i̇nsan gecmisle yasayinca son kez inan yalan olsa da bazen bir ruya yeter kendimi kandirabilirim i̇kimiz de gorursek eger en guzel gunleriydi onlar,
Teoman,Kıskançlık,bir gun daha bitti onumde gunler gelir gecer ve antibiyotikler kimim ben bugun ne gunlerden 40 derece yuksek ates ve kiskanclik bu zayiflik animda bir askin komasinda kiskanclik aktiginda durmaksizin damarlarimda sen ilacimsin susuz yuttugum bir turlu gitmeyen ne yapsam da bogazimdan gunlerdir hastayim ve bu beni delirtiyor surekli uykuyla uyaniklik arasinda gidip gelip gidip gelip gidip gelip bir turlu gitmeyen ne yapsam da bu kiskanclik zayiflik animda bir askin komasinda ve aktiginda damarlarimda kiskanclik,
Teoman,Kol Düğmeleri,hatirlarim bugun gibi sessiz gecen son geceyi basin one egik bir suclu gibi bana verdigin hediyeyi i̇ki kucuk kol dugmesi butun bir ask hikayesi i̇ki dugme iki ayri kolda bizim gibi ayri yolda aksam olunca sustururum herkesi her her seyi gelir kol dugmelerinin birlesme saati usul usul cikarir koyarim kutuya yan yana bitsin bu iskence kalsinlar bir arada heyhat sabah gun isildar yalniz gece bulusanlar yasli gozlerle ayrilirlar dugmeler gibi bizim gibi,
Teoman,Koma Hali,ayak sesleri oksurukler ve klakson yasadigim cagin kasveti kamci gibi dusuyor yagmur artik ne oluyum ne diri rolune devam et diyorlar bir pazarliga girismelidir insan kalpte degil artik gercek diyorlar bir teklif gerekiyor bazen bitirmek icin tersi tuketecek cunku acariz vahsetin rengini tukurukle sulandiririz kanini agaclar siklasiyor bi' garip koma hâli bitirmek icin bi sey soyle beynim bi' sey soyle soyle bi' sey soyle vazgectim isyanimdan bana bi sey soylе yoksa baskalari soyluyor nasil hissedecegimi dinlе bizi diyorlar kabul ediyorum hepsini bitirmek icin bi' sey soyle beynim bi' sey soyle bana bi' sey soyle bana bi sey soyle bu buz gibi soguk ormanda duruyorum kirmizi isikta pamuk ipligi ile tutunup hayata bagiriyorum bir bosluga soyle bi sey soyle sesler durmuyor kafamda kendimle girtlak girtlaga deliligimin otesinde her sey zaten kavranamayanin da disinda tanri da bitirmek icin,
Teoman,Kumarbaz,kumarbazim kendimi surmustum masaya cebim bostu yerim yoktu yurdum yoktu sabah ilaclarimi basmis ruh desenlerim bana tutturup kivamimi donuyorum mezarimda serefine kadehim anlamsiza sacmaya allah'in delisiyim kendimi bagrima basmaya zaten ben artik uzulmuyorum dunyaya son gordugumde onu can cekisiyordu galiba hepsi buymus hepsi buymus meger bir ucumdan hayal bir ucumdan hakikat kostum aklimdan disariya kibrimden tasmaya bir yuz karasiyim kuskuyla kinle dolmus coplerimi karistirmis kendi derisinden cikmis mutluluk mutluluk umudundaysa plaseboda ilaclarda hafizasizliktaysa hepsi buymus mеger i̇lahlara siginmistim beni terslеmislerdi bir hayale bosalmistim yaglayan kilidimi bir daha donmem evime herkes sehri terk etmis kuyrukta bekliyor kalanlar mengeneyle sikismis adimi unuttum coktan irinim akti benden yere artik tapmiyorum kendimden baska hicbir seye,
Teoman,Kum Saati,zamanla aram pek iyi degildir kendimi sansli sayarim yine de yalniz kalmakla ilgili bir sorunum yok ama yakinlarda olsun nefesi sevdigim birinin zaman nefes almakla gecen gunler degil birinin aklinda olmakla ilgili biraz ve hayatin kum saatini sen degil senin yanindaki tutar o kadar zamanim dar benimle kal gitme bu gece yanimda kal hayatla aram pek iyi degildir cok mutsuz saymam kendimi yine de gocup gitmekle ilgili sorunum yok ama kalbinde olayim sevdiklerimin hayat nefes almakla gecen gunler degil sonumuzun farkinda olmakla ilgili biraz biriktirdigin anilar tutar o kadar,
Teoman,Kupa Kızı Ve Sinek Valesi,bir iskambil falinda cikmistik birbirimize o guzel kupa kiziydi sinek valesiydim bense gece yarisi o persembe rastladim kopru ustunde aglama dedim o agladi trabzanlardan indiginde saclarin mi islak yoksa islak mi yasamak dedim senin icin ruzgarda hep yagmur mu var gozlerin mi daldi yoksa sikildin mi sorulardan hic gecmez mi gozlerinden bu sonbahar bir kar tanesi ol kon dilimin ucuna bir kar tanesi erir agzimda sirilsiklamdi soyundu vucuduma dokundu biraz puruzlu tenimde yasam hucrelerimi buldu mutluydum o uyudu sarildim sayiklarken tanimadigim o adlari yanimda cirilciplak ruyamda gururluydum biliyordum diyordum i̇nanmak lazimmis meger iskambil fallarina uyandim bakakaldim hayali bir parmagin biraktigi yaziya pencere caminin bugusuna hosca kal erir agzimda erir agzimda bir kar tanesi ol erir agzimda bir kar tanesi oh kar tanesi oh,
Teoman,Kupa kızı ve sinek valesiii,kupa kizi ve sinek valesi hikayesi teoman'nin basindan gectigi dusunulen bir sehir efsanesidir huzunlu hikaye soyledir susia ulkesi moldovadan tip fakultesini bitirir bitirmez daha yuksek kazancli bir… read more bir iskambil falinda cikmistik birbirimize o guzel kupa kiziydi sinek valesiydim bense geceyarisi o persembe rastladim kopru ustunde aglama dedim o agladi trabzanlardan indiginde saclarin mi islak yoksa islak mi yasamak dedim senin icin ruzgarda hep yagmur mu var gozlerin mi daldi yoksa sikildin mi sorulardan hic gecmez mi gozlerinden bu sonbahar bir kar tanesi ol kon dilimin ucuna bir kar tanesi eri agzimda sirilsiklamdi soyundu vucuduma dokundu biraz puruzlu tenimde yasam hucrelerimi buldu mutluydum o uyudu sarildim sayiklarken tanimadigim o adlari yanimda cirilciplak bir kar tanesi erir agzimda ruyamda gururluydum biliyordum diyordum inanmak lazimmis meger iskambil fallarina uyandim bakakaldim hayali bir parmagin biraktigi yaziya pencere caminin bugusuna hoscakal erir agzimda bir kar tanesi ol erir agzimda kar tanesi ohh kar tanesi ohh kar tanesi oh,
Teoman,Limanında,bagajsizim sadece birkac kiyafet kahvaltim cayla simit benim hikayem neydi unuttum elimde yaralar biraz da curet birak artik dunyayi zarlari hileli yorgunsun yuzunden belli aglamissin gozlerinden belli ne atesler yaniyor ne atesler sonuyor ne savaslar oluyor ne gidenler donuyor limaninda gemiler var mi sinirlerim lacka dolunaydan mi ter icinde heyecandan mi kalbinde bana yer var mi hucremdeyim cezam muebbet prangam yuregimde tanri verir bu kez belki de yarattigina merhamet,
Teoman,Martılar,gozlerim bos bakiyor ufukta bir seye mutluluk veda ediyor ilik nefesiyle bu sabah sanki butun cevaplar kanat acmis goge bir bulut sakliyor sanki akacak yaslari uykusuz gozlerimden bir vapur kalkisi bir baska zoraki firar verdigim sozlerimden martilar ciglik cigliga diyor ki don saril ona cok gec olmadan don bu yollardan kir artik zincirini bu kalp asksiz kir pas tutar bir yanim anlamsiz ve tutarsiz bir telasta bir yanim kullenmis zoraki sevdada,
Teoman,Mavi,kaptan bu kadar hizli gitme hava guzel deniz guzel yelken yeter bize akinti burnu onumuzde mandalina kokulari sahilden dolsun icimize mutluyum diyorum kendime sagim solum onum arkam her yer mavi mavi bu guzel eylul aksamustu her yer masmavi akdeniz meltemi altinda kitabim kucagimda ne guzel sey uyuklamak sana ilk asik oldugumda gece yarisi dolunayda bu koyda yuzmustuk cirilciplak yillar nasil akti gecti lacivert mayom eridi gunesten artik yatma vakti geldi artik raki balik harikaydi kaptan eline saglik son bir kadeh dostlar icin artik aramizda olmayan i̇nsallah onlar da mutludurlar,
Teoman,Mavi Kuş ile Küçük Kız,bulutlar ic ice ve her an baska bir resim oluyorlar baska bir adla baska bir zamanda rastlasaydim demistim ya o gun sana vazgectim kacmak yok soz bu kez cok guzel uyuyorsun diye yanimda bak cok gevezeysem hadi kapat cenemi sozcukler ne ki duygular yaninda yoksa yarin sabah uyanip ayilinca utanacagim seyler soyleyebilirim simdi ya da birak hazir acmisken kapilarimi kalbime biraz daha temiz hava girsin yalanciyimdir biraz ama bana inan sarhosken hep cok sahiciyim yine fazla icmistim bu aksam da cosmus kalbim of nal gibiyim sagir kor dilsiz gorunur kalbim ama bil ben aslinda iyi biriyim bilirim cok kirlidir ask sicilim sadakat konusunda da pek iddiali degilim ama bu kez farkli olsun diye sen denersen ben de denerim pek iyi olmadi sarki en iyisi gel ortacgil dinleyelim sicakligini verirken sen bana sizayim aniden kollarinda cok dusundum kacayim diye ama dedim ne zaman anlasmis ki kalple beyin ve hele ne zaman dusunsem seni yaprak gibi titriyorken kalbim,
Teoman,Mektup,telefonda konusamam bilirsin mektuplariysa ertelerim hep belki de yazim cirkin diye cok dusundum cok kurdum karar verdim hep vazgectim ama sana yazabildim nihayet aslinda soz vermistim duygularimi kilitlemistim ta ki sen acana dek korkma sevgi dilenmeyecegim ama bilirsin beni iste bitiririm her seyi bir dikiste n'ap'im ask bu savas bu binlerce yildir surup giden kadin ve erkek arasinda artik saymiyorum yillari bana degip gecen hayatlari zaten pek de sevmem insanlari ama kimi dostlar var sevdigim sokak kopekleri besledigim bazi guzel anilar biriktirdigim tutku garip bir sey ve cok vahsi ve cok hirsliydim zaten ben de o yuzden de yagmaladim seni n'apim kolay degildir bilirim bir aski bir kalbe koymak hele bir baskasini severken sen tesekkurler tesekkurler bir zamanlar beni cok sevdigin icin beni cok sevdigin icin bu mektup da olmadi kelimeler toparlanmadi i̇ste simdi cope gidiyor yine de mektubuma son verirken seni her zaman cok seven ben,
Teoman,Motosikletli Kız,motosikletli kiz gunlerdir seni bulmak icin buralardayim sen yoksun motosikletli kiz catladi mi dudagin avucun yuzun yuregin usuyor musun kirik bir kalp elinde kala kala kala kala bir karamel tadiysa dunya senin agzinda gittikce azalan her nefes aldiginda gittikce azalan her kalbin atisinda sanki seni benim icin yapmislar sanki benim icin yaratmislar motosikletli kiz,
Teoman,Mutlu Son,cok uzaktan geldiysen otur soluklan dedi kurakliktan gectiysen dikenli yollardan karanliktan golgeden issizdan yuzunu yalayan soguktan dogum aci dogrularim korkularim sevilince yaniti dilimizde olan kanimi donduran isitan durduran bir kalemsen bir bos kagit mutlu ask varsa da mutlu son yoktur cocuklugun anilari sirtinda agir ortu usutendir aslinda kis gecelerini sure degil anlattigim her seyin sonu,
Teoman,N’apim Tabiatım Böyle,kapilari kaparim ardima bakarim hayatim boyledir bir yol ararim yanarim bir sigara gibi kullerim dagilir sonerim cunku atesim izmarite dayanir n'apim tabiatim boyle vura vura dip oldum ona buna dert oldum yana yana sondum celindi gonlum yasamadan oldum siseleri acarim alkole kosarim bu bombos dunyada bir mana ararim i̇nsanlardan kacarim zor sorular sorarim yasamak icin bir neden ararim,
Teoman,Ne Ekmek Ne De Su,uyaniver gokyuzuyle sonsuzluga unutuver hatirlatirsa ellerin suzulsun dudaklarindan yillar boyunca son bir nefes acin katlaninca bana yoksun biliyorum usul usul eriyorum karariyor gozlerim hep yorgunum yigilir kalir yuregim donuk gozlerinde ter atar deniz geceler indiginde ne ekmek ne de su sensizlik korkusu i̇stemem yeter ki sen yanimda ol yeter i̇stemem,
Teoman,Nefes Nefese,hayat unutursan vardir derken buruklugu akar uzerinden firtinali acik denizdim ben sen sakin bir koy ararken ogrendik yine de yasayarak gorerek cok sevdik hem de savasarak olerek ogrendik yine de unutarak duyarak cok sevdik hem de seviserek oldurerek nefes nefese tek basimayim guzel degil bu hic ozlememisim kendimi rutubetimden sismis kalbin artik acilmiyor bir turlu,
Teoman,​nevrozumun zindanı,hey kim var orda diye bagirdi adam ben cicekleri koklarken kimsin sen dedi dedim kimim ah bi' bilsem ciliz sesler icinde hicbi' sey dusmuyo' gercegin payina zaten gercekten bana ne keske hakikati bilsem kotu bi' sey olacak eli kulaginda umutsuzluk her yanimda bastim kanima xanax prozac zyprexa turbulansta huzursuzum i̇htiyacim var bir vedaya bi' ayagim hep delilikte obur ayagim akilda nevrozumun zindanlarinda kelimeler varyetesi konusuyoruz hepimiz bosa suscam artik hayatin bagirtisina titriyodu gozbebeklerim gittim kumsala kan isiyodu dеniz bogulmus baliklar kendi kusmuklarinda ben de boguldum sigara dumanina acildi mеsafe beynimle aramda bos verdim dunyaya hep kasa kazaniyodu sonunda saatli bombalar her yerde kelepceler domuz baglari ben kimim bi' kadavra bi' soytari cerahatler ic hastaliklari bir sinir kriziyim ayakli her yerim tikali bi' potansiyel ziyani i̇lk tasi atan sefiller rutbeleri de sokmus bi' pacavrayim yerle yeksan koca medeniyet cokuyo' onumde gurultuyle kulaklarimi patlatiyo' fisiltisi bile fisiltisi bile soyleyecek hicbi' seyim yok ama soylemek istiyorum yine de oynuyorum insanlarla oynuyorum insanlarla sonra bagiriyorum bosluga bagiriyorum bosluga bosluga bagiriyorum bosluga,
Teoman,Nilüfer,zamanin eli degdi bize coktan degisti her sey ayni degiliz ikimiz de zaaflarina bir gece hatalarina bir nilufer sevgisizligine bir kalp verdim artik geri ver geri veremezsin aldiklarini geri verilmez hicbi' yanilgi yokluguma emanet et sende benden kalanlari her seyi al bana beni geri ver bir sansim olsun baska yer baska zaman sensiz omrum olsun her seyi al bir sansim olsun sеnsiz omrum olsun coktan dеgisti her sey,
Teoman,N’olur Gitme Kal,kendimizden saklamisiz birbirimizden yapilmisiz aylar olmus ayrilmisiz yapma biz coktan alismisiz guz icinde gonul icinden gecen ne varsa i̇lk seni sorgular ask icinde zaman gecince aliskanliklar bir tek sen… nolur gitme kal sende bende yanilmisiz hayat akmis dagilmisiz hayal kurup yorulmusuz birbirimizle yalnizmisiz,
Teoman,O,o her seyi kendi yanindan gorup almak istedigini alir baska sey dusunmez beni unuturdu onun her ani heyecan dolu beni uzdugu zamanlarda bile yoklugunu hissetmek beni korkuturdu ben her seyi onun icin onun yaninda yaparken o hepsine uzaktan bakardi bir yabanci gibi her sozumu dinliyor gibi beni kandirirken i̇cinden gecen binlerce ses bastirirdi sesimi o her gunu yeni bir umutla bekler gibi gorunur yarina inanmaz beni avuturdu,
Teoman,Oğul,kurumus kuyunun suyu i̇ncirin sutu coktan cekilmis bir zamanlar dunya sandigim bahceyi ayrik otlari dikenler burumus bardaktaki su denizde kum kadar umarsizdim ayrik otlari dikenler burudu anne ben geldim dizlerin duruyor mu basimi koyacak ben oglun hayirsizin,
Teoman,Ölüm Işığa Uzanmış,i̇nce yuzlu genc bir kadin gole girmisse papatyalari dusmusse zamansiz olmusse gece saat tam 12'yi vurdugunda o geceyi devirmis uc bes sarapla golde siyirmis etegini cirilciplak kalmis koparilmis ciceklerden hic tac yapmamis bilmis ki hep kendinde bir tuhaflik varmis i̇ste o yuzden hirpalanmis kaburgalarin arasinda titrermis camlari son kez dua etmis sec beni hayat demis uzaklarda bir yerde her dar sokakta olum isiga uzanmis kadinsa ona aska dayamisti kendini artik sevmedigi sehirleri insanlari kuru gulleri tutmus icine cekmis sonra tutmus firlatmis uyandiginda her sey bitsin diye cesur da degilmis ki hem aksani bozuk on sekizine bir gun kala ucuncu mevkide yikintilarin uzerinde bu dipsiz golde konusmus suya konuk et beni koynuna al diye uzaklarda kendini suya birakmis,
Teoman,Ormanların Gümbürtüsü,1 contributorormanlarin gumburtusu lyrics bir yuzuk yaptim sana guvercin telegin den bir yuzuk bukerek hosca kal hosca kal sozcugunden bir yuzuk yaptim sana guvercin teleginden bir yuzuk yaptim belli belirsiz eski bir gramofon sesinden bir yuzuk serce parmagin icin bulutsuz gecede kayan yildiz izinden bir yuzuk yaptim sana bir yuzuk ki yillardir dinmeyen ormanlarin gumburtusunden bir yuzuk yaptim terli bir yuzuk avucumdan gеcen ince hayat cizgisinden yanmasini bilеn bakir bir yuzuk evime akim tasiyan elektrik telinden ormanlarin gumburtusunden,
Teoman,O Yaz,nasil da gecmisti butun bir yaz basimda kavak yelleri esen o yas sense hanimeli kadar beyaz calmistiniz kalbimi bilmeden biraz nenenen nen nen nen nen ne nasil da kosusurduk bahcelerde sarki soylerdik mehtapli gecelerde sen bana ben sana komsu evlerde kok sarmasiklar gibi sarildik o yaz elime degerdi safca elin benimse arardi seni gozlerim opusurken korkusu bi' seylerin askimiza ilk huznu getirdi biraz cocuk kalbimize dolan gamla oturup aglamistik sessiz cardakta caresiz erken inen aksamla veda edip ayrildik biterken o yaz,
Teoman,Papatya,bizi taniyan herkes bilir senle ben eskiden beri hic derdimiz olmadan buyumustuk yan yana hani cok sevdigin o filmi gordukten sonra kisacik kestirip saclarini ictin ilk sigarani oh papatya yuzumun haline bak seninle kim kalacak isiklar kapaninca benden cok uzakta son bir defa bana bak zaman mi degisti yoksa ben mi geride kaldi o gunler aklim belli karismis yuzumde golgeler senin icin saklayip sana getirip anlattigim her sey artik cok bos geliyor yalan tum kelimeler simdi o gunlere donup seni dusundugum anlarda hala ustumde kokun sesin kulaklarimda buradan cok uzakta,
Teoman,Paramparça,saatim yok tam olarak bilemem biraz bira biraz sarap onceydi nasil oluyor vakit bir turlu gecmezken yillar hayatlar geciyor kayip bir bavul gibiyim havaalaninda ya da bos bir yuzme havuzu sonbaharda cok mu ayip hâlâ mutluluk istemek neyse zaten hic hâlim yok bugun benim dogum gunum hem sarhosum hem yastayim bir bar taburesi ustunde babamin oldugu yastayim kelimeler buyuyor agzimda bildigim tum hayatlar paramparca paramparca takatim yok yine de telefona sarildim son bir ozur icin tum sevdigim kadinlardan aradim mesajlar cikti kapattim telesekretere konusamayanlardanim,
Teoman,Paramparça 2017,saatim yok tam olarak bilemem biraz bira biraz sarap onceydi nasil oluyor vakit bir turlu gecmezken yillar hayatlar geciyor kayip bir bavul gibiyim havaalaninda ya da bos bir yuzme havuzu sonbaharda cok mu ayip hâlâ mutluluk istemek neyse zaten hic halim yok bugun benim dogum gunum hem sarhosum hem yastayim bir bar taburesi ustunde babamin oldugu yastayim bugun benim dogum gunum kelimeler buyuyor agzimda bildigim tum hayatlar paramparca paramparca takatim yok yine de telefona sarildim son bir ozur icin tum sevdigim kadinlardan aradim mesajlar cikti kapattim telesekretere konusamayanlardanim hem sarhosum hem yastayim kelimelеr buyuyor agzimda,
Teoman,Parti,siki siki tuttum ellerinden kayip gitme hayatimdan sen de diye bazen ama ittim cogu kez urkup askindan gucsuz yaptin diye beni sen oysa derinlerde hep bildim ki kanimdaydin oyle gurur duydum ki beni boyle buyuk sevebildin diye bana ragmen gelmistim gormustum yenilmistim sevmemistim tam gidiyordum dunyadan sen yokken oyle guzel aldin ki beni icine oyle sardin ki benim oldun ama korktum kaybedecek bir seyim oldu diye korktum kostum bildigim dunyaya parti bitmis herkes gitmis dava dusmus konu kapanmis acikmistim susamistim usumustum kavrulmustum sicaktan sana geldim damagim kuru sesim kisik gardim inik boynum bukuk dedim 'yine al benicunku derinlerde hep bildim ki kanimdaydin ama korktum kaybedecek bir seyim oldu diye korktum 'seni bitirdim' dedin 'cektim kepenkleridedin 'oldu bendeki sen gomulu simdibaktim baktim anladim,
Teoman,Rapsodi İstanbul,al tum param bu dedim bos ver dedi sende kalsin bir parca yeter ufak kopar ver yiyeceginden etrafina bak onlardan olma sakin yola koyul kucuk kucuk git buralardan sokaklarda sapsari yapraklar mazgallarda yagmurlar hangi kentte bu denli aci var baska ner'de i̇stanbul kadar git yapraklar yatagin olsun kirlangiclar arkadaslarin yildizlar yorganin olsun hem zaten gokte issiz gucsuz duruyorlar benden gecti ama sen yap git buralardan bitene kadar bitmez hayat bitti mi de biter ama i̇c tum saraplarini bu dunyanin kay islak guvertelerinde butun guzel kadinlarin buyuk asklar hep senin olsun hem zaten bosu bosuna baskalarinda duruyorlar mhm mhm mhm mhm mhm mhm ah ah,
Teoman,Renkli Rüyalar Oteli,arabayi sen kullan demistim ickiliyim bos ver yutalim seritleri bas gaza dedin bu otel guzel adini sevdim or'da oyle yerlerime dokun dokunmadigi kimsenin sarhos olsak ya kimiz unutsak ya bulut olup ic ice bardaktan bosalsak ya tek vucut olsak ya yuksek doz ask alip bur'da mutlu olsek ya yillar onceydi cok da guzeldi simdi dusununce benimsin demistim ben de senin renkli ruyalar otelinde kapilari calmistim cevapsiz savrulmaya hic atmayan kalpleriyle insanlara ama sen farklisin dedim dedin ki sense dikkat et sadigimdir sadece kendime,
Teoman,Resimdeki Gözyaşları,bir gun belki hayattan gecmisteki gunlerden bir teselli ararsin bak o zaman resmime benden sana son kalan bir kucuk resim simdi cevap veremez ama aglar yalnizligina ve iste artakalan bir kucuk resim simdi koyup da bir basima birakip gittin sen beni sen yalniz degilsin biliyorum ner'desin bu cok uzerdi beni yasasaydim da gorseydim,
