artist,song_title,lyrics,mood
Murat Dalkılıç,Kırk Yılda Bir Gibisin,"Kırk Yılda Bir Gibisin Bu saatten sonra fark etmez Doğrusu yordamıyla çözeriz biz artık Geçmişindeki hikâye beni üzmez Nasılsa yenisini yazıyoruz artık Gözümün önünde Binbir Gece Masalları İnandığım aşk var ki, devirmez mi dağları? Sen yaz yeter ki akılda kalanları Tamamlarız eksiğini, gediğini ayrı ayrı Ve her şeye tepki diye dünyaya gelmişsin Nasıl zarafet, Allah'ım, çok güzelsin Biraz kusur be bari, olan var olmayan var Ayarı yok harbi, kırk yılda bir gibisin Ve her şeye tepki diye dünyaya gelmişsin Nasıl zarafet, Allah'ım, çok güzelsin Biraz kusur be bari, olan var olmayan var Ayarı yok harbi, kırk yılda bir gibisin Bu saatten sonra fark etmez Doğrusu yordamıyla çözeriz biz artık Geçmişindeki hikâye beni üzmez Nasılsa yenisini yazıyoruz artık Gözümün önünde Binbir Gece Masalları İnandığım aşk var ki, devirmez mi dağları? Sen yaz yeter ki akılda kalanları Tamamlarız eksiğini, gediğini ayrı ayrı Ve her şeye tepki diye dünyaya gelmişsin Nasıl zarafet, Allah'ım, çok güzelsin Biraz kusur be bari, olan var olmayan var Ayarı yok harbi, kırk yılda bir gibisin Ve her şeye tepki diye dünyaya gelmişsin Nasıl zarafet, Allah'ım, çok güzelsin Biraz kusur be bari, olan var olmayan var Ayarı yok harbi, kırk yılda bir gibisin (-sin, -sin, -sin, -sin, -sin, -sin, -sin, -sin) (-sin, -sin, -sin, -sin, -sin, -sin, -sin, -sin) Ve her şeye tepki diye dünyaya gelmişsin Nasıl zarafet, Allah'ım, çok güzelsin Biraz kusur be bari, olan var olmayan var Ayarı yok harbi, kırk yılda bir gibisin Ve her şeye tepki diye dünyaya gelmişsin Nasıl zarafet, Allah'ım, çok güzelsin Biraz kusur be bari, olan var olmayan var Ayarı yok harbi, kırk yılda bir gibisin",mutlu
İlyas Yalçıntaş,Olmazsa Olmazımsın,Olmazsa Olmazımsın LyricsCennettir dediler güneşin doğduğunu Cennet bildim seninle kavuştuğumuzu Yaşlanmaktır dediler dünyanın tadı Yaşlanıyorum seninle aşk gerçek adı Çoktan sen yârim olmazsa olmazımsın Sen iki meleğimin kanatlarısın Hem kâbus nedenim hem rüyalarımsın Geçmiş yollar gelecek yıllarımın anlamısın Derya deniz misali yüreğinde İsterim bir damlanın izi kalmasın Gemiler batsa bile bize dokunmasın Taşlar atılsa bile aşkım dalgalansın Sevgini çiçekler gibi büyüt dediler Bazen bilmeden kurutsa da gülünü Sen unut kendini sen avut dediler Araya hayat girmeden alır gönlünü Çoktan sen yârim olmazsa olmazımsın Sen iki meleğimin kanatlarısın Hem kâbus nedenim hem rüyalarımsın Geçmiş yollar gelecek yıllarımın anlamısın Derya deniz misali yüreğinde İsterim bir damlanın izi kalmasın Gemiler batsa bile bize dokunmasın Taşlar atılsa bile aşkım dalgalansın,mutlu
Merve Özbey,Kül,"Kül Daha çok değil, üstünden seneler geçmedi ki Yorgunum, ""Artık bu son"" deyip geçebildik mi? Derin bir iz bıraktı içimde taze yaran Bir gün elbet kapanır Kapandı yarım kalan sayfamız mümkün değil Bu son değil Ayrılığın acısı sorulur mu yanana Aşka düştüm düşeli kül oldu bahtım kara Ayrılığın acısı sorulur mu yanana Aşka düştüm düşeli kül oldu bahtım kara Derin bir iz bıraktı içimde taze yaran Bir gün elbet kapanır Kapandı yarım kalan sayfamız mümkün değil Bu son değil Ayrılığın acısı sorulur mu yanana Aşka düştüm düşeli kül oldu bahtım kara Ayrılığın acısı sorulur mu yanana Aşka düştüm düşeli kül oldu bahtım kara Ayrılığın acısı sorulur mu yanana Aşka düştüm düşeli",mutlu
Kibariye,Sil Baştan,Sil Baştan Gücün var mı sevgilim Derin sularda inci tanesi aramaya Cesaretin kaldıysa Hâlâ benle aşktan konuşmaya Söyle canım sevgilim Hayat bize oyun oynuyor olabilir mi? Yorgun gibi bir hâlin var Duyguların karışık olabilir mi? Sil baştan başlamak gerek bazen Hayatı sıfırlamak Sil baştan sevmek gerek bazen Her şeyi unutmak Sil baştan başlamak gerek bazen Hayatı sıfırlamak Sil baştan sevmek gerek bazen Her şeyi unutmak Sanki bugün son günmüş gibi Dolu dolu yaşamak istiyorum ben Her ne çıkarsa yoluma Selam verip yürümek istiyorum ben Sil baştan başlamak gerek bazen Hayatı sıfırlamak Sil baştan sevmek gerek bazen Her şeyi unutmak Sil baştan başlamak gerek bazen Hayatı sıfırlamak Sil baştan sevmek gerek bazen Her şeyi unutmak Sil baştan başlamak gerek bazen Hayatı sıfırlamak Sil baştan sevmek gerek bazen Her şeyi unutmak Sil baştan başlamak gerek bazen Hayatı sıfırlamak Sil baştan sevmek gerek bazen Her şeyi unutmak,mutlu
Kolpa,Beni Aşka İnandır,"Beni Aşka İnandır Şimdi bana öyle bi' şeyler Söyle ki durup dururken Tam hayattan vazgeçerken Beni aşka inandır O-o-o-o-o-o, o-o, o-o O-o-o-o-o-o, o-o-o-o-o-o-o-o O-o-o-o-o-o, o-o, o-o O-o-o-o-o-o, o-o-o-o-o-o-o-o Of ki ne of, bir daha of, az daha dayan Son bir dilek alacağım var kayıp giden yıldızlardan Of ki ne of, bir daha kim duyar sesimi? Ya bu kader baştan yazılsın ya da hayatın kendisi Nasıl silinir ben bilemedim yüzümden yaşam izleri Şimdi bana öyle bi' şeyler Söyle ki durup dururken Tam hayattan vazgeçerken Beni aşka inandır Şimdi bana öyle bi' şeyler Söyle ki durup dururken Tam hayattan vazgeçerken Beni aşka inandır O-o-o-o-o-o, o-o, o-o O-o-o-o-o-o (Beni aşka inandır), o-o-o-o-o-o-o-o O-o-o-o-o-o, o-o, o-o O-o-o-o-o-o (Beni aşka inandır), o-o-o-o-o-o-o-o Of ki ne of, bir daha of, az daha dayan Son bir dilek alacağım var kayıp giden yıldızlardan Of ki ne of, bir daha kim duyar sesimi? Ya bu kader baştan yazılsın ya da hayatın kendisi Nasıl silinir ben bilemedim yüzümden yaşam izleri Şimdi bana öyle bi' şeyler Söyle ki durup dururken Tam hayattan vazgeçerken Beni aşka inandır Şimdi bana öyle bi' şeyler Söyle ki durup dururken Tam hayattan vazgeçerken Beni aşka inandır O-o-o-o-o-o, o-o, o-o O-o-o-o-o-o (Beni aşka inandır), o-o-o-o-o-o-o-o O-o-o-o-o-o, o-o, o-o O-o-o-o-o-o (Beni aşka inandır), o-o-o-o-o-o-o-o Şimdi bana öyle bi' şeyler Söyle ki durup dururken Tam hayattan vazgeçerken Beni aşka inandır Şimdi bana öyle bi' şeyler Söyle ki durup dururken Tam hayattan vazgeçerken Beni aşka inandır Şimdi bana öyle bi' şeyler Söyle ki durup dururken Tam hayattan vazgeçerken Beni aşka inandır O-o-o-o-o-o, o-o, o-o O-o-o-o-o-o (Beni aşka inandır), o-o-o-o-o-o-o-o O-o-o-o-o-o, o-o, o-o O-o-o-o-o-o (Beni aşka inandır), o-o-o-o-o-o-o-o",mutlu
Seksendört,Şimdi Hayat,"Şimdi Hayat Bir kadeh sessizlik doldurdum Daldım gittim semaya Güz geçti, bahar geçti derken Bir gün daha görsek ne âlâ Dünya derdi sarmış dört yanımı Yaşamayı öğrenemedim hâlâ Şimdi hayat ister çiçeklerle gelsin İsterse vursun geçsin En bilindik yalanlarından Bir yalan seçsin, gelsin Ben bu yolda tekrar yürümem Artık buralardan geçemem Ben bu yaştan sonra ne kara kaşa, göze Ne de selvi boya hiç gelemem, ay Her kadehte bir yıldız tuttum Söndürdüm avuçlarımda Koşarak kaçtım güya çocukluğumda Büyümeyi öğrenemedim hâlâ Şimdi hayat ister çiçeklerle gelsin İsterse vursun geçsin En bilindik yalanlarından Bir yalan seçsin, gelsin Ben bu yolda tekrar yürümem Artık buralardan geçemem Ben bu yaştan sonra ne kara kaşa, göze Ne de selvi boya hiç gelemem, ay Şimdi hayat ister çiçeklerle gelsin İsterse vursun geçsin En bilindik yalanlarından Bir yalan seçsin, gelsin Ben bu yolda tekrar yürümem Artık buralardan geçemem Ben bu yaştan sonra ne kara kaşa, göze Söverim gelmişime, geçmişime Söverim gelmişime, geçmişime Söverim gelmişime, geçmişime, ay",mutlu
Serdar Ortaç,Mesafe,"Mesafe Bir zamanlar sevdiğin Aşkı bildiğin günler oldu mu? Bana güller verdiğin Tatlı nameler gerçek oldu mu? Bir zamanlar sevdiğin Aşkı bildiğin günler oldu mu? Bana güller verdiğin Tatlı nameler mevsim oldu mu? Hiç yüzünden darılmak Her güzel şeye alınmak Bitik ve mutsuz anılmak Alın yazımsa, sildim çoktan Peşimden gelirsen, aşk için direnirsen Nerede yanlış bilirsen, çözmeyi düşünürsen Belki bir gün bulursun Ama sen onu da unutursun Boş ver, boş ver Yüreğinden yaralı bizim hikâyemiz Kaderimden kalanı silsem de gitmiyor İki sohbet aralı bütün mesafemiz Geldim anlamıyor Yüreğinden yaralı bizim hikâyemiz Kaderimden kalanı silsem de gitmiyor İki sohbet aralı bütün mesafemiz Sevdim anlamıyor Bir zamanlar sevdiğin Aşkı bildiğin günler oldu mu? Bana güller verdiğin Tatlı nameler gerçek oldu mu? Bir zamanlar sevdiğin Aşkı bildiğin günler oldu mu? Bana güller verdiğin Tatlı nameler mevsim oldu mu? Hiç yüzünden darılmak Her güzel şeye alınmak Bitik ve mutsuz anılmak Alın yazımsa, sildim çoktan Peşimden gelirsen, aşk için direnirsen Nerede yanlış bilirsen, çözmeyi düşünürsen Belki bir gün bulursun Ama sen onu da unutursun Boş ver, boş ver Yüreğinden yaralı bizim hikâyemiz Kaderimden kalanı silsem de gitmiyor İki sohbet aralı bütün mesafemiz Geldim anlamıyor Yüreğinden yaralı bizim hikâyemiz Kaderimden kalanı silsem de gitmiyor İki sohbet aralı bütün mesafemiz Sevdim anlamıyor Yüreğinden yaralı bizim hikâyemiz Kaderimden kalanı silsem de gitmiyor İki sohbet aralı bütün mesafemiz Geldim anlamıyor Yüreğinden yaralı bizim hikâyemiz Kaderimden kalanı silsem de gitmiyor İki sohbet aralı bütün mesafemiz Geldim anlamıyor Yüreğinden yaralı bizim hikâyemiz Kaderimden kalanı silsem de gitmiyor İki sohbet aralı bütün mesafemiz Sevdim anlamıyor",mutlu
Gülben Ergen,Kalbimi Koydum,"Kalbimi Koydum Kalmam içimde bir an umudum olmasa aşktan Hiç uzatmam bu diyardan çeker giderim Başımı yasladım o huzurlu omzun olmasa Ne anlamı var, bu sonsuz güzelliklerin Ben yolumu kalbinde buldum Aklımı aşkınla korudum Güvendiğim ne varsa yıkıldı Sen sapasağlam durdun Kaybedecek bir ömürlük hayat Sen olmazsan tadı olmayacak Bir yanım dolup taşarken Bir yanım hep yarım kalacak Kalbimi çıkardım yerine Kalbini koydum en derine Ağlatma, incitme, canımı al yerine Kalbimi çıkardım yerine Kalbini koydum en derine Ağlatma, incitme, canımı al yerine Ne olursa olsun vazgeçme Kalmam içimde bir an umudum olmasa aşktan Hiç uzatmam bu diyardan çeker giderim Başımı yasladım o huzurlu omzun olmasa Ne anlamı var, bu sonsuz güzelliklerin Ben yolumu kalbinde buldum Aklımı aşkınla korudum Güvendiğim ne varsa yıkıldı Sen sapasağlam durdun Kaybedecek bir ömürlük hayat Sen olmazsan tadı olmayacak Bir yanım dolup taşarken Bir yanım hep yarım kalacak Kalbimi çıkardım yerine Kalbini koydum en derine Ağlatma incitme canımı al yerine Kalbimi çıkardım yerine Kalbini koydum en derine Ağlatma incitme canımı al yerine Kalbimi çıkardım yerine Kalbini koydum en derine Ağlatma incitme canımı al yerine Ne olursa olsun vazgeçme",mutlu
Barış Manço,Nane Limon Kabuğu,"Nane Limon Kabuğu Eski adamlar doğruyu söylemiş Bir çiçekle bahar olmaz Kişi kendini bilip sağa sola sormalı Can pazarı bu oyun olmaz Zürefanın düşkünü beyaz giyer kış günü Sonunda şifayı kapıp da şaşırınca Bana gel, beni dinle, iyi yaz Defteri, kalemi al, iyi yaz Nane, limon kabuğu, bir güzel kaynasın aman Ha, ha, ha, ha, ha, içine hatmi çiçeği, biraz çöre' otu katasın aman Ha, ha, ha, ha, ha, hatta biraz tarçın, bir tutam zencefil aman Ha, ha, ha, ha, ha, bin derde deva geliyor, biraz daha sabret güzelim Ha-ha-ha-ha-ha-hapşu (Çok yaşa) (Sen de gör) (Rahat ve iyi yaşa) Sen tedbirini al, önünü kış tut, bırak yine de yaz gelsin Çoğu zaman hesap çarşıya uymaz, sonra dizini döversin Zürefanın düşkünü beyaz giyer kış günü Sonunda şifayı kapıp da şaşırınca Bana gel, beni dinle, iyi yaz Defteri, kalemi al, iyi yaz Nane, limon kabuğu, bir güzel kaynasın aman Ha, ha, ha, ha, ha, içine hatmi çiçeği, biraz çöre' otu katasın aman Ha, ha, ha, ha, ha, hatta biraz tarçın, bir tutam zencefil aman Ha, ha, ha, ha, ha, bin derde deva geliyor, biraz daha sabret güzelim Ha-ha-ha-ha-ha-hapşu (Çok yaşa) (Sen de gör) (Rahat ve iyi yaşa) Barış iğneyi kendine batırır, çuvaldızı başkasına Bol keseden aklı ona buna dağıtır, darısı kendi başına Zürefanın düşkünü beyaz giyer kış günü Sonunda şifayı kapıp da şaşırınca Bana gel, beni dinle, iyi yaz Defteri, kalemi al, iyi yaz Nane, limon kabuğu, bir güzel kaynasın aman Ha, ha, ha, ha, ha, içine hatmi çiçeği, biraz çöre' otu katasın aman Ha, ha, ha, ha, ha, hatta biraz tarçın, bir tutam zencefil aman Ha, ha, ha, ha, ha, bin derde deva geliyor, biraz daha sabret güzelim Ha-ha-ha-ha-ha-hapşu (Çok yaşa) (Sen de gör) (Rahat ve iyi yaşa) Nane, limon kabuğu Bir güzel kaynasın, aman, ha-ha-ha-ha-ha İçine hatmi çiçeği Biraz çöre' otu katasın, aman, ha-ha-ha-ha-ha Hatta biraz tarçın Bir tutam zencefil, aman, ha-ha-ha-ha-ha Bin derde deva geliyor Biraz daha sabret, güzelim, ha-ha-ha-ha-ha-hapşu",mutlu
Berkant,Fırtına,La fortuna che abbiamo Volevo essere come quei popcorn Che non scoppiano quando stanno sul fuoco Ma io avevo sottovalutato la pericolosità Di un petardo inesploso Eccomi al lavoro qui davanti alla tela di Un quadro incompiuto Con un punteruolo intento a distruggerlo Anche se l'ho venduto C'è chi tiene degli inutili trofei Dritti sopra un ripiano E se li lucida personalmente C'è chi invece sente Di non avere preso parte a nulla di che E questo è Voglio spremere il tubetto fino in fondo La fortuna che abbiamo Ridipingere con un colore più intenso Meno opaco E finalmente indelebile Tu che mi propagavi le onde mi chiedevi Ma ti piace il surf? Cosa sei diventata? Un oceano fatto per i piedi Di un grande acrobata O una fontana svuotata Disponi dei miei atomi E serviti pure se Hai sete davvero Non prenderti il bicchiere Bevi come le piante Che credono nel cielo Quanti passi per venire dove sei Non lo dico a nessuno Io sono timida Ma tu sei molto abile a stanarmi E a fare uscire fuori sempre troppo di me E questo è Resto ferma sopra il ponte levatoio Che si appena abbassato e Non so ancora se Tornare indietro da sola un'altra volta Oppure attraversarlo con te Se correre in discesa fa paura Quando manca l'aderenza Puoi prendermi le braccia E immaginare siano freni di emergenza C'è chi tiene degli inutili trofei Dritti sopra un ripiano E se li lucida personalmente E c'è chi invece sente Di non avere dato agli altri nulla di sé E questo è Voglio spremere il tubetto fino in fondo La fortuna che abbiamo Ridipingere con un colore più intenso Meno opaco E finalmente indelebile,mutlu
Nükhet Duru,Cambaz,"1 ContributorCambaz Herkes toplanmış Bayram yerinde geziniyorlar Elde simitler Küçük çocuklar itişiyorlar, gülüyorlar Hava güneşli Herkes eş, ahbap, dost selamlıyor Kızlar neşeli Delikanlılar bayram ediyor, gülüşüyor Cambaz ip üstünde oynuyor Cambaz ip üstünde ağlıyor Hayat ip üstünde geçiyor Hayat her an gidip geliyor Cambaz ip üstünde oynuyor Cambaz ip üstünde ağlıyor Hayat ip üstünde geçiyor Hayat her an gidip geliyor Herkes toplanmış Bayram yerinde geziniyorlar Elde simitler Küçük çocuklar itişiyorlar, gülüyorlar Hava güneşli Herkes eş, ahbap, dost selamlıyor Kızlar neşeli Dеlikanlılar bayram ediyor, gülüşüyor Cambaz ip üstünde oynuyor Cambaz ip üstünde ağlıyor Hayat ip üstündе geçiyor Hayat her an gidip geliyor Cambaz ip üstünde oynuyor Cambaz ip üstünde ağlıyor Hayat ip üstünde geçiyor Hayat her an gidip geliyor Cambaz ip üstünde oynuyor Cambaz ip üstünde ağlıyor Hayat ip üstünde geçiyor Hayat her an gidip geliyor Cambaz ip üstünde oynuyor Cambaz ip üstünde ağlıyor Hayat ip üstünde",mutlu
Selda Bağcan,Adaletin Bu Mu Dünya,"Adaletin Bu mu Dünya Güvenemem servetime, malıma Ümidim yok bugün ile yarına Toprak beni de basacak bağrına Adaletin bu mu dünya? Ne yâr verdin ne mal dünya Kötülerinsin sen dünya İyileri öldüren dünya Adaletin bu mu dünya? Ne yâr verdin ne mal dünya Kötülerinsin sen dünya İyileri öldüren dünya Ne insanlar gelip geçti kapından Memnun gelip giden var mı yolundan? Kimi fakir kimi ayrılmış yârinden Adaletin bu mu dünya? Ne yâr verdin ne mal dünya Kötülerinsin sen dünya İyileri öldüren dünya Adaletin bu mu dünya? Ne yâr verdin ne mal dünya Kötülerinsin sen dünya İyileri öldüren dünya Kimi Mecnun gibi dağda dolaşır Kimisi de ölüm yok gibi çalışır Kimi meteliksiz kimi milyona karışır Adaletin bu mu dünya? Ne yâr verdin ne mal dünya Kötülerinsin sen dünya İyileri öldüren dünya Adaletin bu mu dünya? Ne yâr verdin ne mal dünya Kötülerinsin sen dünya İyileri öldüren dünya",mutlu
Zülfü Livaneli,Karlı Kayın Ormanı,"Karlı Kayın Ormanı Karlı kayın ormanında Yürüyorum geceleyin Karlı kayın ormanında Yürüyorum geceleyin Efkârlıyım, efkârlıyım Elini ver ner'de elin? Efkârlıyım, efkârlıyım Elini ver ner'de elin? Memleket mi, yıldızlar mı Gençliğim mi daha uzak? Memleket mi, yıldızlar mı Gençliğim mi daha uzak? Kayınların arasında Bir pencere, sarı sıcak Kayınların arasında Bir pencere, sarı sıcak Ben or'dan geçerken biri ""Amca"" dese ""Gir içeri"" Ben or'dan geçerken biri ""Amca"" dese ""Gir içeri"" Girip yerden selamlasam Hane içindekileri Girip yerden selamlasam Hane içindekileri Yedi tepeli şehrimde Bıraktım gonca gülümü Yedi tepeli şehrimde Bıraktım gonca gülümü Ne ölümden korkmak ayıp Ne de düşünmek ölümü Ne ölümden korkmak ayıp Ne de düşünmek ölümü",mutlu
Yeni Türkü,Olmasa Mektubun,"Olmasa Mektubun Olmasa mektubun, yazdıkların olmasa Kim inanır senle ayrıldığımıza Sanma unutulur, kalp ağrısı zamanla Her şeyi unutarak yaşanır sanma Neydi bir arada tutan şey ikimizi Birleştiren neydi ellerimizi Bırak bana anlatma imkânsız sevgimizi Sevmek birçok şeyi göze almaktır Olmasa mektubun, yazdıkların olmasa Kim inanır senle ayrıldığımıza Baksana geçmişe, ne çok anıyla yüklü Nerde o taverna, nerde sinema Harcanmış zamanlar yeniden yaşanmaz ki Geç kaldıktan sonra arama boşa Neydi bir arada tutan şey ikimizi Birleştiren neydi ellerimizi Bırak bana anlatma imkânsız sevgimizi Sevmek birçok şeyi göze almaktır Olmasa mektubun, yazdıkların olmasa Kim inanır senle ayrıldığımıza",mutlu
Mor ve Ötesi,Cambaz,"Cambaz Lyrics2003 yılında Amerika Irak'ı işgal eder. ABD'nin birçok müttefiki de bu işgale destek verir ve asker gönderir. Türkiye de savaşın içine çekilmek ister. “ABD askerlerinin Türkiye toprakları üzerinde bulunmasını… Read More Ne habersin ne Türk'sün Seni gören yollara dökülsün Kul oldun, köle oldun Kurşungeçirmez cam oldun Bütün dünya izler durur Afet-i Azam bekler durur Hedefini al, piyasanı al, her şeyi al Yandı dertler, bitti tasa Ben kurbanım bu cambaza İki gözüm kadar eminim sen yoksun Kul oldun, köle oldun Kurşungeçirmez cam oldun Cin oldun, adam çarptın Cellat oldun, kelle uçurdun Bütün dünya izler durur Afet-i Azam bekler durur Hedefini al, piyasanı al, her şeyi al Yandı dertler, bitti tasa Ben kurbanım bu cambaza İki gözüm kadar eminim sen yoksun Var mısın, yoksun Var mısın, yoksun İki gözüm, eminim, sen yoksun Var mısın, yoksun Var mısın, yoksun Bütün dünya izler durur Afet-i Azam bekler durur Hedefini al, piyasanı al, her şeyi al Yandı dertler, bitti tasa Ben kurbanım bu cambaza İki gözüm kadar eminim sen yoksun Sen yoksun Sen yoksun",mutlu
Hayko Cepkin,Yol Gözümü Dağlıyor,"Yol Gözümü Dağlıyor LyricsBitmez sandı yoksul beynin Sorma artık kimim neyim Olsun sende merhametim Bundan sonra seninleyim Hiç aklında yokken bir ışık yanar Yol gözümü dağlıyor bak Ağlasan da boş Bendeki zehir kadar sarhoş Bu nehir gibi akan sular ne çok olur bu gözlerde yaş Tadı yok çok zor olur bir daha (x2) Gözümde yaş, bomboş elim Hiçbir şeyin dibindeyim Geçmiş her gün hikâyemdir Böyle bilsin sevdiklerim Hiç aklında yokken bir ışık yanar Yol gözümü dağlıyor bak Ağlasan da boş Bendeki zehir kadar sarhoş Bu nehir gibi akan sular ne çok olur bu gözlerde yaş Tadı yok çok zor olur bir daha Zor, çok zor Zor, zor Çok zor Çok zor Yol gözümü dağlıyor bak Ağlasan da boş Bendeki zehir kadar sarhoş Bu nehir gibi akan sular ne çok olur bu gözlerde yaş Tadı yok çok zor olur bir daha",mutlu
Sena Şener,Ona,"Ona LyricsKalkarsam dökülür etim kemiğimden Bilirim yolum uzun Söversem yanlışın köküne Bilirim sonum hüzün Nerede bu yanlış anlamadım Sanırım sorun bende Sen de beni hiç mi hiç anlamadın Yine de sorun bende… Uçarım ben kendimden bilinmez diyarlara Kaçarım hep derinden gelen, oy, o sanrıya Yani ona Yani ona Yani Ona... Kalkarsam dökülür kinim eteğimden Bilirim yalan sözün Ne koysam nafile içine Bilirim açtır gözün",mutlu
Can Kazaz,Yaz Bitince,1 ContributorYaz Bitince LyricsTükettim hikayelerimi hunharca Sebepsiz insan eledim yıllarca Sakin ol can uslu dur can Neden konuşulmaz Hiçbir hata hiçbir defa Gölgelere sür Duvarlara Temmuz kalbini Yaz bitince hatırla beni Doya doya ver Yalanlara Temmuz kalbini Güz gelince hatırla beni Bir gittim bi daha gelemedim bu yollardan Gereksiz bedel ödedim yıllarca Sakin ol can uslu dur can Neden konuşulmaz Hiçbir hata hiçbir defa,mutlu
Kalben,Kalp Hanım,"Kalp Hanım Ayıp etmişim, kayıp etmişim Her güzel şeyi kırıp dökmüşüm Ben çöpmüşüm, ben çökmüşüm Denizin bittiği yerde sahil evleri Ben biterim sen başla ey sevgili Ey sevgili, ey sevgili Gittiğimde eşyalar evde kalsın Onları kim alıyorsa onlar alsın Onlar alsın, onlar alsın Bilmiyorum yanıtları Sormadım ki ben soruları Kalp hanım nasılsınız? Ah ne çok kırıksınız Kim dedi her şey yoluna girecek diye? Kalp hanım nasılsınız? Ah ne çok kırıksınız Kim dedi her şey yoluna girecek diye? Ayıp etmişim, kayıp etmişim Her güzel şeyi kırıp dökmüşüm Ben çöpmüşüm, ben çökmüşüm Denizin bittiği yerde sahil evleri Ben biterim sen başla ey sevgili Ey sevgili, ey sevgili Bilmiyorum yanıtları Sormadım ki ben soruları Kalp hanım nasılsınız? Ah ne çok kırıksınız Kim dedi her şey yoluna girecek diye? Kalp hanım nasılsınız? Ah ne çok kırıksınız Kim dedi her şey yoluna girecek diye? Kim dedi? Kim dedi? Her şey! Her şey! Kim dedi? Kim dedi? Her şey! Her şey!",mutlu
Melike Şahin,Nasır,"Nasır Söyleyin de nasır tutmuş o kalbi beri gelsin Ben vuruldum onun aşkına bendim çiğnensin Ay tutuldu mendilimde dert olunca dokuz Bir ağıt yaktım derinden duymuyor ki yavuz Ben duramam, buralar dar efendi Fırtınalar boyum aştı da göğü deldi Ahımı al, sar sinene senin olsun Bir umudum var, onu da soldurmam be canım Ben duramam, buralar dar efendi Fırtınalar boyum aştı da göğü deldi Ahımı al, sar sinene senin olsun Bir umudum var, onu da soldurmam be canım Aman, bezdim aman Hep mi kadersiz hep mi imkansızlarda garip ömrüm Kaçarken düşmanımdan dost elinde neyi gördüm Ay tutuldu mendilimde dert olunca dokuz Bir ağıt yaktım derinden, uyanır dağ deniz Bеn duramam, buralar dar efendi Fırtınalar boyum aştı da göğü deldi Ahımı al, sar sinеne senin olsun Bir umudum var, onu da soldurmam be canım Ben duramam, buralar dar efendi Fırtınalar boyum aştı da göğü deldi Ahımı al, sar sinene senin olsun Bir umudum var, onu da soldurmam be canım Aman, bezdim aman",mutlu
Adamlar,Hikaye,"Hikaye Alevler içindeyim, alemler içinde Aşık olan çekiyor, hayat durmuyo acele Ben kendi yoluma bakarım, gel demiyorum Sen de gelme istemiyorum Ben toprağım sen su, çamur ediyosun O şöyledir bu böyledir, çok biliyosun Zor bilmeyen sandı kolay hiç terlemeden kazanılmış olan Çiğne at olası köpüğü üfle, dağılsın Sürer böyle, sürer, ses etmezsen eğer Dükkanda kafeste birbirinin üstüne üstüne öten zavallı kuşlar gibi İstemez de koşmaz at, yağmur çamur hikaye Gönlün yoksa gönlümde köşkler olur harabe Ölü çiçekler kururken ben de onlarla bekledim Sevda sandığın kuşlar oldu sineme taşlar İstemez de koşmaz at, yağmur çamur hikaye Gönlün yoksa gönlümde köşkler olur harabe Ölü çiçekler kururken ben de onlarla bekledim Sevda sandığın kuşlar oldu sineme taşlar Oldu sineme taşlar Kendime döndüm deli dediler Yerimde durdum da hadi dediler Neydi aklımı kanatsız kuşa çeviren Cevabı bulursan bana da haber ediver Güzele varmak için sürünüyorum Denge bulmak için heykel işler gibi çalış İğne deliğinden geçmek borç bana oğlum Sizin olsun goller ve kim kime çakmış Sürer böyle, sürer, ses etmezsen eğer Kameraya gülümseyin en güzel açınızdan Kime ne acınızdan? İstemez de koşmaz at, yağmur çamur hikaye Gönlün yoksa gönlümde köşkler olur harabe Ölü çiçekler kururken ben de onlarla bekledim Sevda sandığın kuşlar oldu sineme taşlar İstemez de koşmaz at, yağmur çamur hikaye Gönlün yoksa gönlümde köşkler olur harabe Ölü çiçekler kururken ben de onlarla bekledim Sevda sandığın kuşlar oldu sineme taşlar Oldu sineme taşlar",mutlu
