artist,song_title,lyrics_clean,mood
Barış Manço,Alla Beni Pulla Beni,alla beni pulla beni al koynuna yâr gözüm senden başkasını görmez oldu yâr gönlüm senden bir şey ister nasıl desem yâr senin için dağları deler yol açarım yâr senin için denizleri kuruturum yâr senin için gök kubbeyi yerlere çalarım yâr canımı iste canım bile sana kurban yâr dağlar taşlar uçan kuşlar senin olsun yâr deniz derya gökler hep yerinde dursun yâr saçlarına yıldızlardan taç yapayım yâr bir nefeste güneşleri söndüreyim yâr çıra gibi uğurunda ben yanayım yâr yıldızlar yerinde güzel bırak dursun yâr saçlarımı ellerinle okşa yeter yâr rüzgar olup ince beline sarılayım yâr çimen olup ayağına serileyim yâr sürme olup gözlerine sürüleyim yâr,
Barış Manço,Allah’ım Güç Ver Bana,yine sensiz geçen bir gecenin buz gibi sabahında bu korkunç yalnızlığımda seni bekliyorum yanıyor yüreğim yine gözyaşlarım yağmur gibi yaşıyorum anılarla bir şeyler kopuyor sanki ta şuramda yanıyor yüreğim x2 allahım güç ver bana sığındım sana bu ne dayanılmaz acı sabır ver bana yeter artık çektiklerim bitsin bu ceza ümitsiz haykırıyorum ne olur dön bana sana yazdığım en son şarkı bu artık kırıldı kalemim gökler şahidim olsun ki seni seviyorum yanıyor yüreğim sonbahar yaprakları gibi savruldu ümitlerim son bir kez duymak istersen,
Barış Manço,All Day and All of the Night,1 contributorall day and all of the night lyricsi'm not content to be with you in the daytime girl i want to be with you all of the time only time i feel alright is by your side all day and all of the night i believe that you and me last forever oh yeah all day and nighttime yours leave me never i am taken boy yeah oh yeah all day and nighttime yours craze me never come on girl and nighttime yours come on and never,
Barış Manço,Aman Yavaş Aheste,x2 aheste çek kürekleri aheste aheste sabırlı derviş murada ermiş acelesi olana ağır ol demiş aman demiş aheste aman yavaş aheste tiz reftâr olanın pâyine dâmen dolaşır erişir menzili maksûduna aheste giden aheste çek kürekleri aheste perdedari mikoned der kasrı kayzer ankebut bum nevbet mizedend der târemi efrâsiyâb söz gümüşse sükût altınmış demek ki susmak daha kıymetli sessiz sakin durmak varken konuşup yorulana bilmem ne demeli aheste,
Barış Manço,Anahtar,sınıfın en güzel kızı o yalnız geziyor kimse ona yaklaşamıyor yine koltuğunda koca koca kitaplar yine kütüphaneden geliyor baktım bir cilt şair mehmet akif i̇ki büyük kitap fatih sultan mehmet üç kalın cilt mevlana bir de mimar sinan döndü bana dedi ki beni seviyorsan eğer kalbime girmek istiyorsan önce bunları anla beni iyi dinle beş şairbir abide i̇ki abidebir sultan beş sultanbir düşünür i̇ki düşünür ise bir mimar düşün taşın bütün gece benim kalbim bir bilmece kalbimin bir kilidi var i̇şte sana anahtar kalbim bir bilmece x2 en sevdiği şair mehmet akif bir abide fatih sultan mehmet hayranım dedi sinan bir de mevlana gece annem evde dedi oğlum neyin var yemeden içmeden kesildin yine dedim anne artık kalbimin sahibi var aşık oldum delicesine bir gün akif okuyor bir gün mevlana bir fatih'e hayranmış bir de sinan'a hem tarihe meraklıymış hem de sanata annem dedi oğlum anlamadım ben vazgeç bu sevdadan bu kız fazla akıllı ah benim saf oğlum ah oğlum anlamadın mı aşkın gözü kör olurmuş annem galiba haklı kafama fena takıldı bu kız çok akıllı x3 beş akif bir saat kulesi i̇ki kule bir fatih beş fatih bir mevlana i̇ki mevlana bir sinan,
Barış Manço,Anlıyorsun Değil Mi,hava ayaz mı ayaz ellerim ceplerimde bir türkü tutturmuşum duyuyorsun değil mi çalacak bir kapım yok mutluluğa hasretim artık sokaklar benim görüyorsun değil mi zaman akmıyor sanki saatler durmuş bugün sonsuz yalnızlığımda bir tek sen varsın bugün ya dön bana artık duyuyor musun beni ya çık git dünyamdan anlıyorsun değil mi bir resmin kalmış bende tam ortadan yırtılmış hani siyah kazaklı biliyorsun değil mi gözlerimden süzülen birkaç damla anıda senin sıcaklığın var anlıyorsun değil mi,
Barış Manço,Arkadaşım Eşşek,kaç yıl oldu saymadım köyden göçeli mevsimler geldi geçti görüşmeyeli hiç haber göndermedin o günden beri yoksa bana küstün mü unuttun mu beni dün yine seni andım gözlerim doldu o tatlı günlerimiz bir anı oldu ayrılık geldi başa katlanmak gerek seni çok çok özledim arkadaşım eşek arkadaşım eş arkadaşım şek arkadaşım eşek yaban tayları çayırda tepişiyor mu çilli horoz kedilerle dövüşüyor mu sarıkız minik buzağıyı sütten kesti mi kuzularla oğlaklar sevişiyor mu uzun kulaklarını son bir kez salla tüm eski dostlarımdan bir haber yolla,
Barış Manço,Ayı,bugün hava güzel dedim ki hanıma haydi kalk giyin de çıkalım biraz bak cıvıl cıvıl kuşlar uçuyor dalları basmış erikle kiraz çoluk çocuk cümbür cemaat piknik yapalım ne dersiniz ha ev halkı uçtu yihu aslan baba sen çok yaşa yolda düşündüm bizim çocuklar tanımıyorlar hayvanları bir hayli garibime gitti doğrusu bir baba olarak verdim kararı anında bir ters u dönüş doğru hayvanat bahçesine biliyoruz ayıp oldu hakim bey ama zar zor girebildik içeriye bak evladım buna ayı derler ormandan inip şehre gelirler biraz ağırdır hantaldır ama armutun iyisini ayılar yerler evet babacım ona ayı derler ayılar bizleri çok severler ağır mağır hantaldır ama senin de canın günün birinde armutun iyisini yemek isterse sakın ha aman manava gidip de armutları tek tek elleme adamın kafası bir atarsa bayramlık ağzını bir açarsa sana neler der biliyor musun mahalle duyar rezil olursun a de bakayım a bi' de y de y şimdi bi' de i i oku bakayım ayı yalnız kızlar ayı hadi erkekler ayı cümbür cemaat ayı bütün mahalle ayı maksat çoluk çoçuk öğrensin hayatın çetin yollarını kaptırmasınlar kimseye kafalarını ve de kollarını hani baba olarak vazifemiz tabi uyandırıp ikaz etmek uzunlar yanmıyor hakim bey kısa yoldan anlatmak gerek hayvan sevgisi tabii ki lazım ama her şey karşılıklı ben seni seveyim sen de beni say ki bozulmasın ağzımızın tadı armutun iyisini zaten o yer bir eli yağda ötekisi balda buramıza geldi artık hakim bey taktir sizden biraz da ite kaka,
Barış Manço,Aynalı Kemer,sabah yeli ılgıt ılgıt eserken seher vakti bir güzele vuruldum al dudakta inci dişi bu dünyada yok bir eşi aynalı kemer ince bele bu can kurban tatlı dile mor menekşe nergiz dizmiş boynuna kuşluk vakti aldı beni koynuna cıvıldaşır dudu kuşu sanki bülbülün ötüşü akşam oldu gün kavuştu sessizce dedi güzel ayrılık vardır bize uzakta bir baykuş öttü gül bahçemde diken bitti,
Barış Manço,Ay Osman,1 contributoray osman lyrics sabahın yemişi bir tane vişne sabahın yemişi bir tane vişne giderim gelirem ardıma düşme ay osman yürü hayırüha geçmişem elden yürü hayırüha geçmişem elden ayrılık vadesi içmişem elden ay osman sabahın yemişi bir tane kişmiş sabahın yemişi bir tane kişmiş uyandım nazlı yar ellere gitmiş ay osman sabahın yemişi bir tane elma sabahın yemişi bir tane elma i̇lahi canımı al yarimi alma ay osman,
Barış Manço,Ayrılık,fikrimden geceler yatabilmirem bu fikri başımdan atabilmirem neyleyim ki sene çatabilmirem x2 ayrılık ayrılık aman ayrılık herbir dertten olar yaman ayrılık uzundur hicrimden gara geceler bilmirem men gidim hara geceler vuruptur gelbime yara geceler x4,
Barış Manço,Bal Böceği,seyyah oldum dolaştım şu alemi ah güzelim senin gibi bir vefasız görmedim ben hayırsızı kitapsızı zalimi bal böceğim senin gibi bir insafsız görmedim ben şu dağlarda çiçek oldum aşkından sarardım soldum bakmadın bana bal böceğim yollarında toprak oldum sen bastıkça ben kavruldum görmedin beni bal böceğim seni gidi bal böceği kim çözecek bu bilmeceyi ateşte yanar pervane ben oldum derdinden divane x2 hele gel yine gel bir gece vakti koynuma gel ama benim adım bal böceği bekleyemem ben bu geceyi gelir de koynuna girerim ama sonra da batırırım iğneyi nedir bu çektiğim senin elinden ah güzelim kurtar beni elalemin dilinden bıktım usandım o bitmez nazından bal böceğim sabır teli koptu gönül sazımdan hele gel yine gel ben razıyım dön bana gel,
Barış Manço,Bal Sultan,daha onaltı yaşına basmamıştı bal sultan bakmaya kıyamazdım öyle güzeldi bal sultan bir sabah dediler ki gelin oldu gitti gurbete bal sultan yüreğime düştü ateş inanmak zordu bal sultan her damla yağmurda sen varsın bal sultan her tüten dumanda yine sen bal sultan aşk ateşiyle yanmayan nasıl ocak yaksın ki çocukluk nedir bilmeyen nasıl çocuk baksın ki duydum ki dalından kopmuş gül gibi solmuş gurbette bal sultan altın kafesteki bülbül gibi susmuş bal sultan bir akşam karanlığında çıkıp gitmiş bal sultan gün batısında yıldızlarla buluşmuş bal sultan o gün bu gündür tatlı bir rüzgâr eser gurbetten bal sultan ve karanlık gecelerde ışıldar tüm yıldızlar,
Barış Manço,Baykoca Destanı: Durma Ha Durma,yağmur ince ığıl ığıl ağlar her damlası yüreğimi dağlar seni bana çok görenler neyler karlı dağlar uzun uzun yollar hepsi pişman susmuş ağlar yıllar geçti güz yaz oldu baykoca'ysa toprak oldu sil göz yaşın durma ha durma,
Barış Manço,Baykoca Destanı: Gülme Ha Gülme,turnalardan haberimi aldığın gün sevdiceğim gülme sakın gülme ha gülme alnıma bir kara yazı yazılmış ki yok ilacı sevdiceğim gülme ha gülme yağmur ince ığıl ığıl ağlar her damlası yüreğimi dağlar seni bana çok görenler neyler karlı dağlar uzun uzun yollar hepsi pişman susmuş ağlar sılada kalan derdi yaşar sevişenler dağlar aşar,
Barış Manço,Baykoca Destanı: Vur Ha Vur,dağların üstünden doğdu bir yıldız deftere alındı onikibin kız yollara döküldük er kişiyiz biz vur ha kardaş vur vur ha vur ha vur çalınan davulları düğün mü sandın nazlı bayrağı sen gelin mi sandın top tüfek vuruşmayı çümbüş mü sandın karadeniz içinde yatar gemiler topçu dağları döver yer gök iniler banu çiçek baykoca'yı bir ümit bekler deftere alınanların pek çoğu dönmedi banu çiçek baykoca'nın dönüşünü bekledi bekledi,
Barış Manço,Ben Bilirim,deli gönül sevdasını ben bilirim ben bilirim yardan ayrı kalmasını ben bilirim ben bilirim yumuk yumuk elleri var kömür kömür gözleri var daha daha neleri var ben bilirim ben bilirim kışlalara erdi bahar tezkereye birkaç gün var barış'a da bir sorsalar ben bilirim ben bilirim ben bilirim,
Barış Manço,Benden Öte Benden Ziyade,bu akşam yine garip bir hüzün çöktü üstüme hücrem soğuk bir tek sen varsın düşlerimde demir kapı yine kapandı ağır ağır üzerime kelepçeler yine vuruldu kilit kilit yüreğime derin derin soluyorum seni gecelerce duvarlara kazıdım ismini her köşeye dudakların şeker gibiydi baldan öte baldan ziyade pembe pembe yanakların gülden öte gülden ziyade sabret gönül sabret sakın isyan etme bir gün elbet bitecek bu çile isyan etme dört kitaptan başlayalım istersen gel söze or'da öyle bir isim var ki kuldan öte kuldan ziyade onu düşün ona sığın o senden öte benden ziyade bir sabah elbet güneş de doğacak penceremde ama bil ki ateşin hâlâ yanacak yüreğimde gözyaşlarım akıp gidecek selden öte selden ziyade bir canım var vereceğim maldan öte maldan ziyade bir ben var ki benim içimde benden öte benden ziyade bir sen var ki senin içinde senden öte senden ziyade,
Barış Manço,Beyhude Geçti Yıllar,bir masaldı aşkımız sisler bulutlar ardında bir akşam bitiverdi her şey yok oldu bir anda beyhude geçti yıllar silindi hatıralar geride bir avuç yalan hüzün dolu geceler buğulu pencereler i̇şte hepsi bu senden kalan nasıl içim yanıyor öyle sevdiştim ki seni keşke görebilseydin içimde yanan ateşi hep saklamak istedim altın kafeslerde seni sanki gizli bir el kopardı seni benden savurdu kar tanesi gibi boş yere ağlıyorum dört duvar arasında deli divane misali elinden oyuncağı alınmış çocuk gibi çaresiz yalnızım şimdi saatler geçmez oldu gece gitmek bilmiyor kalbimde aynı sızı ve şarkım seni söylüyor,
Barış Manço,Bien Fait Pour Toi,1 contributorbien fait pour toi lyricsà la ville il y a beaucoup de gens dans les rues à la ville il y a beaucoup de gens beaucoup de rues beaucoup trop oui trop de gens et moi je ne te trouve pas et moi je ne te rencontre pas hohohouho hoho ho hohohouho te trouve pas à la campagne je te cherche pendant un bon mois à la campagne il y a beaucoup de gens oui il y a beaucoup trop dе gens et moi je ne tе trouve pas si dans un mois je ne t'ai pas encore retrouvé dans un mois je ne chercherais plus oh non je ne chercherais plus non je ne te chercherais plus tu iras où tu voudras un autre te trouveras hohohouho te trouveras hahahaha hahahaha ce sera bien fait pour toi,
Barış Manço,Binboğanın Kızı,1 contributorbinboğanın kızı lyrics baba ocağından çıktım yıllar öncesi bir gün kader karşıma çıkardı seni bir göründün bir yok oldun serap misali dere tepe demem güzel ararım seni kurda kuşa akıl sordum dediler vazgeç binboğanın kızıdır o sana ne gerek kozan yaylası'ndan geldim barış'tır adım bugün varsak yarın yoğuz doğrudur sözüm bir gün elbet biter vadem çağırır tanrım artık mahşer gününde ararım seni i̇nan mahşer gününde ararım seni artık mahşer gününde bulurum seni,
Barış Manço,Bir Bahar Akşamı,bir bahar akşamı rastladım size sevinçli bir telaş içindeydiniz derinden bakınca gözlerinize neden başınızı öne eğdiniz neden başınızı öne eğdiniz i̇çimde uyanan eski bir arzu dedi ki yıllardır aradığın bu şimdi soluyorum büküp boynumu daha önceleri neredeydiniz daha önceleri neredeydiniz,
Barış Manço,Bir Selam Sana Gönül Dağlarından,bir dilim ekmeği bölüşürüm seninle suyu aynı tastan yudumlarım seninle eğer kalbin kırıksa dost yüzünden bir selam sana gönül dağlarından x2 gel sen de katıl bizlere dolaş bahçemizde gönlünce uzat korkma elini bak beş parmağım var benim de al selamımı gönül dağlarından,
Barış Manço,Blue Morning Angel,blue morning angel bringing in the dawn holding sunlight in your palm you bring the day your kiss of life soft soft your eyes where they turn jewels grows dewdrops burn but as i try to struggle on not knowing where i'm coming from i can't i can't i can't see you and though i know your face is there i only see a landscape bare i'm just an ordinary man living my life in my own way but the world is upside down blue morning angel guardian of light share your sunrise open up my sight but thе world is upside down the world is upside down thе world is upside down yes i say,
Barış Manço,Bugün Bayram,sen gittin gideli i̇çimde öyle bir sızı var ki yalnız sen anlarsın sen şimdi uzakta cennette meleklerle bizi düşler ağlarsın x2 bugün bayram erken kalkın çocuklar giyelim en güzel giysileri elimizde taze kır çiçekleri üzmeyelim bugün annemizi sen yaz geceleri yıldızlar içinden ara sıra bize göz kırparsın sen soğuk günlerde kalbimi ısıtan en sıcak anımsın çabuk olun çocuklar annemiz bugün bizi bekler bayramlarda hüzünlenir melekler gönül alır bu güzel çiçekler,
Barış Manço,Burası Muştur,1 contributorburası muştur lyricshavada bulut yok bu ne dumandır mahlede ölen yok bu ne figandır şu yemen elleri ne de yamandır ano yemen'dir gülü çemendir giden gelmiyor acep nedendir burası muş'tur yolu yokuştur giden gelmiyor acep ne iştir kışlanın önünde asker sesi var bakın çantasında acep nesi var bir çift kundurayla bir de fesi var giden gelmiyor acеp ne iştir kışlanın önünde asker sеsi var bakın çantasında acep nesi var bir çift kundurayla bir de fesi var,
Barış Manço,Can Bedenden Çıkmayınca,kara haber tez duyulur unutsun beni demişsin bende kalan resimleri mektupları istemişsin üzülme sevdiceğim bir daha çıkmam karşına sana son kez yazıyorum hatıralar yeter bana x2 unutma ki dünya fâni veren allah alır canı ben nasıl unuturum seni can bedenden çıkmayınca kurumuş bir çiçek buldum mektupların arasında bir tek onu saklıyorum onu da çok görme bana aşkların en güzelini yaşamıştık yıllarca bütün hüzünlü şarkılar hatırlatır seni bana kırıldı kanadım kolum ne yerim var ne yurdum gurbet ele düştü yolum yuvasız kuşlar misali selvi boylum senin için katlanırım bu yazgıya böyle yazmışsa yaradan kara toprak yeter bana,
Barış Manço,Çay Elinden Öteye (Rezil Dede),efendum karadenizin içerli köylerinin birinde güzel mi güzel bir kız varmış gel zaman git zaman kızın aklına girmişler beş dağ ötede zengin bir ocağın bir oğlu var demişler kızı kandırıp apar topar gelin etmişler gerdek gecesi kız bir de ne görsün damat dedikleri beli bükük dişi çürük yetmişlik bir dede çay eliden öteye yali gidelum yali yali gidelum taşidiğin ceyizin ben olayim hamali ben olayim ha dede dede dedesun dede kalkup gidesun dede kalkup git sabah olacak haydi sen git de oğlun gelsun sen git de oğlun çikar kizim gömleği sar dedenin boynina sar dedenin boy çöz kizim pestamli gir dedenin koynina gir dedenin koy eee dede başlık vermiş beşi birlikleri de takmış kızı dinler mi yaş yetmiş iş bitmiş demiyor da bakın ne diyor gel yanuma yanuma öyle durma uzağa öyle durma uz ben cürük takamiyum kodun beni kizağa kodun beni ki karli dağdan aştum beş kardaştan geçtum beş kardaştan geç sen misun benim kocam sakalina tükurum sakalina tü,
Barış Manço,Ce Sera Le Temps,quand la nuittombera et que le renfort se levera le ciel se couvriras de nuages rouge et tres bas ce sera le temps ou chacun trembleras ce sera le temps ou chacun se souviendras il arriveras il feras trеs sombre pendant quarante nuits еt quarante jours et dans la penombre sa lumiere luiras tou jours ce seras le temps ou chacun se souviendras allons tous le hommes et les femmes de tous les pays feterons leurs fortresses se sauverons dans leurs abris quell il arriveras,
Barış Manço,Çıt Çıt Çedene,x2 çıt çıt çıt çıt çedene de sar bedeni bedene dünya dolu yar olsa da alacağın bir tane ekin ektim çöllere de biçtirmedim ellere onbeşinde yar sevdim de sezdirmedim ellere ekine biraz derler de güzele beyaz derler her kime derdim yansam ben yana yana gez derler ekin ektim gül bitti de dalına bülbül öttü ötme ey garip bülbül yarim ellere gitti,
Barış Manço,Çıt Çıt Twist,1 contributorçıt çıt twist lyricsçıt çıt çıt çıt çedene de sar bedeni bedene çıt çıt çıt çıt çedene de sar bedeni bedene dünya dolu yar olsa da alacağım bir tane ekin ektim çöllere de biçtirmedim ellere on beşinde yar sevdim de çaktırmadım anneme ekin ektim gül bitti de dalında bülbül öttü ötme ey garip bülbül de yarim aklıma düştü ekine firaz derler de güzele beyaz derler ekine firaz derler de güzele beyaz derler ah her kime derdim yansam ben yana yana gez derler her kime derdim yansam da yana yana gez derler,
Barış Manço,Dağlar Dağlar,ellerimle büyüttüğüm solar iken dirilttiğim çiçeğimi kopardın sen ellere verdin dağlar dağlar kurban olam yol ver geçem sevdiğimi son bir olsun yakından görem kuşlar ötmez güller soldu yüce dağlar duman oldu belli ki gittiğin yerden kara haber var,
Barış Manço,Dans La Plaine,1 contributordans la plaine lyricsdans la plaine je chevauchais sans arrêt et je voyais ton doux visage et le pays où m'attendaient mes amis je ne savais pas que tu n'étais pas très sage y avait en ville cet imbécilequi t'aimait qui espérait pouvoir te prendre qui un beau jour m'invita pour me surprendre je ne savais pas je ne pouvais pas comprendre dans la plaine on chevauchait tous les deux en bon premier moi j'avançais sans inquiétude il a visé il a tiré deux coups de feu il m'a touché et laissé dans la solitudе la ballade que je chantе est pour toi je ne vois plus plus ton doux sourire car je quitte cette vie aujourd'hui je veux te dire mais je délire c'est fini,
Barış Manço,Delikanlı Gibi,bana dün haber göndermişsin gelsin yüzleşsin demişsin geldim işte tek başıma delikanlı gibi i̇yi bilirim ben bu oyunu hem başı belli hem sonu konuşalım açıkça şimdi delikanlı gibi o kızdan vazgeç unut onu beni dinle onun gözü yükseklerde kızın gözü sadece parada aklı fikri bir zengin kocada seninle bir hesabım yok paylaşacak bir kozum yok yine de geldim tek başıma delikanlı gibi beni kovsalar dokuz köyden doğruyu hep söylerim ben ölürüm de dönmem sözümden delikanlı gibi açtırdın bana kutuyu zorla söylettin kötüyü sonuna kadar dinle şimdi delikanlı gibi aşkın kör etmiş gözünü kulağın duysun bu sözümü benim de sabrımın sonu var delikanlı gibi uzat elini son bir defa kapansın konu burada sen yoluma ben yoluma delikanlı gibi biliyorum ban inanmıyorsun unutmak çok zor diyorsun gün gelir beni anlarsın delikanlı gibi,
Barış Manço,Dere Boyu Kavaklar (Kol Bastı),dere boyu kavaklar dere boyu kavaklar açtı yeşil yapraklar açtı yeşil yapraklar ben yare doyamadım ben o yare doyamadım doysun kara topraklar doysun kara topraklar basmadan gel asmadan basmadan gel asmadan fistan giymiş basmadan fistan giymiş basmadan kalk gidelim sevdiğim kalk gidelim sevdiğim devriyeler basmadan devriyeler basmadan acem kızı çeçen kızı sen allar giy ben kırmızı çıkalım şu dağın başına sen gül topla ben nergisi hadi gülüm yandan yandan yandan biz korkmayız ondan bundan biz korkmayız ondan bundan hadi yandan yandan oy bulanacak oy bulanacak bu işler ne olacak bu iş nasıl olacak erkeklerin günahı biz erkeklerin günahı kız sizlerden sorulacak kız sizlerden sorulacak haydi gülüm haydi gülüm yandan yandan,
Barış Manço,Derule,oynayın kız oynayın durmanın ne kârı var ha bu köyün içinde acayip bekarı var x2 derule demdenrule demrule demedenrule o kemence çitayı soktun gözüme yayı kör etti gözlerumi göremeyum dünyayı çek aşağı yukaru havanun fituluni niye konuşmayasın kuş mu yedi diluni,
Barış Manço,Dıral Dede’nin Düdüğü,hele destur destur maşallah bu ne bolluk böyle hele destur destur helalinden kazandıysan söyle hele destur gözümüz yok allah daha çok versin ama paylaş gel beni dinle paylaşırsan sevaba girersin x2 aç gözünü daha vakit erken gör şeytanın gör dediğini bir kulak ver de dinle sağır sultan'ın duyduğunu sen öyle devekuşu gibi şaşkın şaşkın bakınırsan bir gün duyarsın elbet dıral dedenin düdüğünü hele destur destur maşallah bu ne iştah böyle hele destur destur yetim hakkı yemedin mi söyle hele destur gözümüz yok afiyet şeker olsun ama paylaş gel beni dinle gariplerin karnı doysun hele destur destur maşallah bu ne kudret böyle hele destur destur zayıfları ezmedin mi söyle hele destur gözümüz yok allah daha iyi etsin ama paylaş gel beni dinle ardından herkes dua etsin,
Barış Manço,Domates Biber Patlıcan,keşke hislerimi sana açıkça anlatabilseydim sana deli gibi aşık olduğumu söyleyebilseydim göz göze geldiğimiz o anda sanki dilim tutuldu bir anda konuşamadım karşında oysa bütün cesaretimi toplayıp sana gelmiştim senin için çarpan şu kalbi gör istemiştim tam elini tutmak üzereyken aşkımı itiraf edecekken sokaktan gelen o sesle yıkıldı dünyam domates biber patlıcan bir anda bütün dünyam karardı bu sesle sokaklar yankılandı şimdi benden çok uzaklardasın biliyorum belki bir gün dönersin diye dualar ediyorum seni bir daha görsem yeter i̇nan ki bu bir ömre bedel yeter ki bitmesin bu rüyam nereye gitsem ne yana baksam hep seni görüyorum biliyorum artık çok geç ama yine de bekliyorum her şey boş geliyor bana sarılacağım sımsıkı sana yeter ki yıkılmasın bir daha dünyam,
Barış Manço,Dön Desem Döner Misin,1 contributordön desem döner misin lyrics bunca yıl sonra seni görmek ne güzel seni duymak ne güzel biraz solgun gördüm üşüyor musun i̇çeri girmez misin biraz yorgun gördüm oturmaz mısın hiç değişmemişsin o sıcak evimiz artık buz gibi dört duvar üstüme geliyor sanki her şey öylesine anlamsız boş ki sensiz geçen bunca yıl sonunda inan ki son bir kez haykırsam dön desem döner misin bana gitme biraz daha kal hasretim sıcaklığına göreyim doya doya bak dışarıda yağmur var görüyor musun çabuk geçer bilirsin kirpiklerin ıslak ağlıyor musun sensiz gеçen bunca yıl sonunda inan ki dön desеm döner misin bana,
Barış Manço,Dönence,gün çoktan döndü buralarda ve ben simsiyah bir gecenin koynunda yapayalnız bekliyorum duyuyorum görüyorum bir gün gelecek dönence biliyorum simsiyah gecenin koynundayım yapayalnız uzaklarda bir yerlerde güneşler doğuyor biliyorum dönence kupkuru bir ağacın dalıyım yapayalnız uzaklarda bir yerlerde bir şeyler kök salıyor görüyorum dönence çatlamış dudağımda ne bir ses ne bir nefes uzaklarda bir yerlerde türküler söyleniyor duyuyorum görüyorum biliyorum dönence gün dönende dönence,
Barış Manço,Dört Kapı,tuz ekmek hakkı bilerek sofra kurmasan da olur ilık bir tas çorba yeter rızkım buymuş der içerim kadir kıymet anlayana sandık açmasan da olur kırk yamalı hırka yeter i̇dris biçmiş der giyerim bir çorbayla karnım doydu hırka bana yorgan oldu bir de kalem tutmayı öğret kırk yıl sana hizmet ederim bana bir harf öğret yeter barış'ım uzaktan geldim dört kapı önünde durdum dört kapıdan geçemezsem geldiğim gibi giderim,
Barış Manço,Dragon Fly,dragon fly flying high weaving colours from the sun while i lie you pass by into the sun take me too on your sun surfing wing let me float from the ground towards the sun shining sun ripples strung in a trance i watch your dance weaving colours from the sky watch me try see me fly,
Barış Manço,Dream Girl,1 contributordream girl lyricsshe's dare of mine oh what a suprise you're burning lips and charming eyes oh my dream girl make my dreams come true for you must really i live in a pain and that is why why i keep on singing i tried to sleep all alone heaven is good even in my home i didn't hear my teacher saying you'll have to come in september again but what i see nobody knows i'll keep on dreamin' no matter how it goes oh nobody knows,
Barış Manço,Düriye,düdüdüdüriye komşu kızı düriye naz etme gel beriye mahsun bakma öyle hele hele gel beriye dargın mısın söyle i̇nci boncuk tanesi boynunu süsleyen yedi köyün hanesi feda sana düriye benim gönlüm sende senin gönlün kimde x2 meyve veren ağaç dallarını eğer mi yere düşen meyveyi hiç toplamaya değer mi naz etme gel beriye mahsun durma öyle altın çöpe düşse değerini kaybeder mi tenekeyi parlatsan hiç çeyrek altın eder mi dama çıkmak isteyen merdivenden iner mi i̇nsan attan inip hiç eşeğe biner mi,
Barış Manço,Dut Ağacı,bu sabah doğup büyüdüğüm mahallenin sokaklarında dolaştım çocukluğumu tekrar yaşamak istedim bu sabah ve bir an keşke bugün hiç olmasaymış diye düşündüm keşke dün dün kalsaymış şu sağdaki iki katlı ev nezahat hanımlarındı galiba yok yok bu yekta beylerinki olmalı nezahat hanımlarınkinin yanı top oynadığımız boş arsaydı i̇yi ama nerde boş arsa ya bakla tarlası peki taş mektep nerdeler kimler götürdü kimler çaldı o güzelim anıları benden birden rıza amca'yı gördüm yine o dut ağacının altında oturuyordu koştum ellerine sarıldım önce tanımadı sonra rıza amca'nın sımsıcak ellerinde çocukluğumu yeniden yaşamaya başladım tam karşımızdaki evin üçüncü katında otururlardı on dört yaşında boyanmaya başladığından mahalleli sonunu pek iyi görmеzdi doğrusu bu kız çok tango oldu derlerdi evlenmiş iki sokak ötеye taşınmışlar eskisi gibi mi diye sordum eskisi gibiymiş biraz kilo almış o kadar olsun kim bilir kilolu olmak bile ne yakışmıştır ona zaten ne yakışmazdı ki rengini beğenmedim bugün rıza amca üstelik bayağı süzülmüşsün tabi gece hayatı içki sigara bakmıyorsunuz ki kendinize i̇lahi rıza amca birlikler umumi katipliğinden emekli olalı beri gecesi gündüzü bu dut ağacının altında geçerdi son üç sadrazamı ve cumhuriyet'ten bu yana bütün başvekilleri sırasıyla ezbere bilir bize de saydırırdı çocukluğumuzda hala hatırlıyor musun diye sordu hatırlıyor muyum hiç unutamamıştım ki bilekten bağlı açık sandaletler giyerdi nedense pek derin bir iz bıraktı bende bu sandaletler bir de kol altları genişçe oyulmuş pembe bluzu i̇lk sigarasını yakışımı hatırlıyorum da ne gururlanmıştım ya rabbim nasıl da bakmıştı gözlerime yıllar yılı bu bakışlarla yaşadım onlarla uyudum onlarla uyandım şimdi kim bilir hangi eller yakıyordur sigarasını oysa bu dut ağacının altında söz vermiştim söz söz söz hep lafta kaldı dedi rıza amca yıkmadık ev bırakmadılar mahallede evlerle beraber bahçeler de yok oldu bir şu dut ağacı kaldı onu kesmeseler bari birden gözleri parladı sahi sen televizyona filan da çıkıyorsun dedi tabi ya seni dinlerler bir seferinde söyle çık pat pat söyle şu dut ağacını kesmesinler de aslında dizlerinde derman olsa nafua vekiline bile çıkardı rıza amca ama gençler ne güne duruyordu ki söz verdim rıza amca'ya dut ağacını kestirmeyeceğime söz verdim dünü bilmeden bugünü yaşamanın bedeli öylesine ağırdı ki yarını bugünden kurtarmak için hayatımda ikinci kez söz verdim birinciyi tutamamıştım ama i̇kinci sözümü tutacağıma söz verdim,
