artist,song_title,lyrics,mood
Tarkan,Gitme,"4 ContributorsGitme LyricsNe vakit gelsen aklıma
Bir yıldız düşer içime
Seni görürüm o anda
Yağar yağmur avucuma
Gidersen doğmaz güneşim
Sarar gözlerimi acı bir telaş
""Gitme"" desem canım
Kalır mısın benimle?
""Gitme"" desem canım
Sever misin beni yine?
Gitme, gitme, gitme ah, gitme
Gitme, gitme, gitme ah, gitme
Geceler sabahsız
Ömrüm baharsız
Sensiz kalırsam
Ölürüm yalansız
Geceler sabahsız
Ömrüm baharsız
Sensiz kalırsam
Ölürüm yalansız

Gitme, gitme, gitme, ne olur
Gitme, gitme, gitme, ne olur
Kıvrım kıvrım saçların
Islanır ben dokununca
Ne vakit gelsen aklıma
Durdururum zamanı
Gidersen doğmaz güneşim
Sarar gözlerimi acı bir telaş
""Gitme"" desem canım
Kalır mısın benimle?
""Gitme"" desem canım
Sever misin beni yine?
Gitme, gitme, gitme ah, gitme
Gitme, gitme, gitme ah, gitme
Geceler sabahsız
Ömrüm baharsız
Sensiz kalırsam
Ölürüm yalansız
Geceler sabahsız
Ömrüm baharsız
Sensiz kalırsam
Ölürüm yalansız

Gitme, gitme, gitme, ne olur
Gitme, gitme, gitme, ne olur",üzgün
Sezen Aksu,Masum Değiliz,"2 ContributorsMasum Değiliz Lyrics

Kan ter içinde uykularından uyanıyorsan eğer her gece
Yalnızlık sevgili gibi boylu boyunca uzanıyorsa koynuna
Olur olmaz yere ıslanıyorsa kirpiklerin artık her şeye
Anneni daha sık anımsıyorsan, hatta anlıyorsan

Kalbini bir mektup gibi buruşturulup fırlatılmış
Kendini kimsesiz ve erken unutulmuş hissediyorsan
İçindeki çocuğa sarıl, sana insanı anlatır

Eller günahkâr, diller günahkâr
Bir çağ yangını bu bütün, dünya günahkâr
Eller günahkâr, diller günahkâr
Bir çağ yangını bu bütün, dünya günahkâr
Masum değiliz, hiçbirimiz
Masum değiliz, hiçbirimiz

Kan ter içinde uykularından uyanıyorsan eğer her gece
Yalnızlık sevgili gibi boylu boyunca uzanıyorsa koynuna
Olur olmaz yere ıslanıyorsa kirpiklerin artık her şeye
Anneni daha sık anımsıyorsan, hatta anlıyorsan

Kalbini bir mektup gibi buruşturulup fırlatılmış
Kendini kimsesiz ve erken unutulmuş hissediyorsan
İçindeki çocuğa sarıl, sana insanı anlatır

Eller günahkâr, diller günahkâr
Bir çağ yangını bu bütün, dünya günahkâr
Eller günahkâr, diller günahkâr
Bir çağ yangını bu bütün, dünya günahkâr
Masum değiliz, hiçbirimiz
Masum değiliz, hiçbirimiz",üzgün
Emre Aydın,Hoşçakal,"8 ContributorsHoşçakal Lyrics

Sen hiç görmedin
Su vermeye benzedik plastik çiçeklere
Hiç görmedin
Sen hiç görmedin
Dans ettik durmadan kırık camlar üstünde

Sen öyle sana benzeyen her şey gibi
Erirken avuçlarımda ben unutuyorum

Hoşçakal!
Olacaklar sensiz olsun
Daha durmam boşluklarında ben unutuyorum

Sen hiç görmedin
Baştan böyle yazılmış yok kimsesi
Kimsenin hiç kimsenin
Sen hiç görmedin
Sonu baştan yazılmış
Bitti, bitti, bitti
Kelimelerim

Sen öyle sana benzeyen her şey gibi
Erirken avuçlarımda
Ben unutuyorum

Hoşçakal!
Olacaklar sensiz olsun
Daha durmam boşluklarında ben unutuyorum
Hoşçakal!
Olacaklar sensiz olsun
Daha durmam boşluklarında ben unutuyorum (Unutuyorum)


Hoşçakal!
Olacaklar sensiz olsun
Daha durmam boşluklarında ben unutuyorum
Hoşçakal!
Olacaklar sensiz olsun
Daha durmam boşluklarında ben unutuyorum

Unutuyorum",üzgün
Teoman,İki Yabancı,"11 Contributorsİki Yabancı Lyrics

Yazdan kalma bir günden
Ya da Çölde Çay filminden
Bir sahne var aklımda
Oyuncular sanki biziz
Mutsuzuz ikimiziz
Kimi aşklar hiç bitmezmiş
Bizimkisi bitenlerden
Sevmeye yeteneksiziz

İki yabancı, iki yabancı
Birlikte ama yalnız
İki yabancıyız
İki yabancı, iki yabancı
Birlikte ama yalnız
İki yabancıyız

Hani o güneşin batışı
Bizi tanrıya inandırışı
Şu an o akşam aklımda
Ama çok zaman önceydi
Yaralarımız ağır değildi
Yine de bağışladım ben hep seni
Hem seni hem de kendimi
O kadar yoktun ki

İki yabancı, iki yabancı
Birlikte ama yalnız
İki yabancıyız
İki yabancı, iki yabancı
Birlikte ama yalnız
İki yabancıyız

Yazdan kalma bir günden
Ya da Çölde Çay filminden
Benim de sahneler aklımda
Seninkilerden farklı ama
Artık kendini kandırma
Yoktur üstüne senin güzeli çirkin yapmakta
Suçuysa dünyaya atmakta
Neyin bildin ki değerini?
Benimkini bileceksin
Bunu da tabii mahvedeceksin

İki yabancı, iki yabancı
Birlikte ama yalnız
İki yabancıyız
İki yabancı, iki yabancı
Birlikte ama yalnız
İki yabancıyız",üzgün
Şebnem Ferah,Mayın Tarlası,"9 ContributorsMayın Tarlası Lyrics

Mayın tarlasında dolaşıp durmuşum, aşk sanıp da
Herkes arkamdan bağırmış, kimseyi duymamışım
Savaş filmlerinde olur ya, yaralı yaralı devam etmişim
Sonuna kadar aşk ya, yanımdasın sanmışım
Mayın tarlasında yürüyüp durmuşum, aşk sanıp da
Tel örgülerde durmamış, bi' delikten geçmişim
Her şey bana ""Dur"" demiş; kulağım darbe almış, duymamışım
Sonuna kadar aşk ya, sadece inanmışım

(Oh) Koşmuşum, düşmüşüm, kalkmışım
Sevişmek, sevmekten gelir, inanmışım
(Oh) Elimden tuttuğunda öyle bi' güvenmişim ki
Bize bi' şey olmaz sanmışım (Hep sanmışım)

Mayın tarlasında bir adam sevmişim, aşk sanıp da (Aşk sanıp da)
Soyunup korkusuzca, çırılçıplak kalmışım
Aşk filmlerinde olur ya, işte öyle sevmişim sonunda
Bedenim sağlam bulunmuş, yüreğim paramparça

Mayın tarlasında dolaşıp durmuşum, aşk sanıp da
Herkes arkamdan bağırmış, kimseyi duymamışım
Savaş filmlerinde olur ya, yaralı yaralı devam etmişim
Sonuna kadar aşk ya, yanımdasın sanmışım

(Oh) Koşmuşum, düşmüşüm, kalkmışım
Sevişmek, sevmekten gelir, inanmışım
(Oh) Elimden tuttuğunda öyle bi' güvenmişim ki
Bize bi' şey olmaz sanmışım (Hep sanmışım)

Mayın tarlasında bir adam sevmişim, aşk sanıp da
Soyunup korkusuzca, çırılçıplak kalmışım
Aşk filmlerinde olur ya, işte öyle sevmişim sonunda
Bedenim sağlam bulunmuş, yüreğim paramparça
Mayın tarlasında bir adam sevmişim, aşk sanıp da (Aşk sanıp da)
Soyunup korkusuzca, çırılçıplak kalmışım
Aşk filmlerinde olur ya, işte öyle sevmişim sonunda
Bedenim sağlam bulunmuş, yüreğim paramparça",üzgün
Funda Arar,Senden Öğrendim,"3 ContributorsSenden öğrendim LyricsGittin, kanadý kýrýk kuþtum
Sustum, sözlerine küstüm
Hani kýrýlýrsýn siyaha
Nöbet nöbet geceler boyunca
Dün güne dize gelince
Yürek acýlara doyunca
O tez dönüsün gec olunca
Kendime tahammülü öðrendim..
Kördüm, bilendim, seni unutmayý öðrendim..
Sen yoktun ben yalnýz kalmayý öðrendim
Acýya duvar gibi durmayý ögrendim
Kaybolmuþ bir dilin sözcükleri gibi
Köksüz, baðsýz durmayý öðrendim..
Vazgectiysen hep saðnak yaðýþlarýmdan
Vazgectiysen bitmek bilmez kýþlarýmdan
Korkma kimseye ödenecek borcum yok
Yok saymayý ben senden öðrendim..",üzgün
Halil Sezai,Sonbahar,"4 ContributorsSonbahar Lyrics

Derdi nedir bu sonbaharın?
Neden soldurur gülleri?
Ner'den bulur bu insanlar ben mutsuzken gülünecek şeyleri?
Derdi nedir bu sonbaharın?
Neden soldurur gülleri?
Ner'den bulur bu insanlar ben mutsuzken gülünecek şeyleri?
Tuhaflık bende biliyorum
Bi' neden arıyorum unutmak için her şeyi
Unutmak için kendimi

İki kelime yetiyor seni seven kalbi kırmaya
Sonra roman yazsan ne fayda?
İki adımda geçiyorsun yalnızlık denen tarafa
Sonra dağlar aşsan ne fayda?
İki kelime yetiyor seni seven kalbi kırmaya
Sonra roman yazsan ne fayda?
İki adımda geçiyorsun yalnızlık denen tarafa
Sonra dağlar aşsan ne fayda?

Derdi nedir bu sonbaharın?
Neden soldurur gülleri?
Ner'den bulur bu insanlar ben mutsuzken gülünecek şeyleri?
Derdi nedir bu sonbaharın?
Neden soldurur gülleri?
Ner'den bulur bu insanlar ben mutsuzken gülünecek şeyleri?
Tuhaflık bende biliyorum
Bi' neden arıyorum unutmak için her şeyi
Unutmak için kendimi

İki kelime yetiyor seni seven kalbi kırmaya
Sonra roman yazsan ne fayda?
İki adımda geçiyorsun yalnızlık denen tarafa
Sonra dağlar aşsan ne fayda?
İki kelime yetiyor seni seven kalbi kırmaya
Sonra roman yazsan ne fayda?
İki adımda geçiyorsun yalnızlık denen tarafa
Sonra dağlar aşsan ne fayda?

Dağlar aşsan ne fayda?",üzgün
Cem Adrian,Yine Özledim,"4 ContributorsYine Özledim Lyrics
Bir gün biri değerse kalbine...
Isınırsa o küçücük ellerin...
İnanırsan yine yeryüzündeki cennete...
Tutunabilmeyi başarabilirsen bir ele...

İçinden gelirse bir şarkı söyle
Kendin için gülümse her güne
Eğer ki olursa hep iyi hatırla
Karanlıkta sana uzanan ellerimi unutma...

Özledim evet yine özledim
Sen giderken ben hep yağmurları dinledim
Özledim evet evet yine özledim
Benden büyük bir aşkı nerelere gizledim
Özledim evet evet yine özledim
Ben üşürken uzakta, hep seni düşledim
Özledim evet yine özledim
Koskocaman acıları nerelere gizledim?
Bir bilsen...

Özledim evet yine özledim
Sen giderken ben hep yağmurları dinledim
Özledim evet evet yine özledim
Benden büyük bir aşkı nerelere gizledim
Özledim evet evet yine özledim
Ben üşürken uzakta, hep seni düşledim
Özledim evet yine özledim
Koskocaman acıları nerelere gizledim?
Bir bilsen...",üzgün
Nil Karaibrahimgil,Çocuk da Yaparım Kariyer de,"1 ContributorÇocuk Da Yaparım Kariyer De Lyricsİyi ki doğdum
Gördün mü 25 oldum
Özgürüm kanatlandım
Durmadım ayaklandım
Koşup ilerliyorum
İyi ki doğdum
Ne güzel bir kadın oldum
Erkekler hep peşimde
Ama aklım işimde
Sınırı zorluyorum
Kalamam hayatın köşesinde
O zaman neşesi neresinde
Koysalar önüme bariyer de
Çocuk da yaparım kariyer de
Pes etmem ben en zor günümde
Kanatlandım özgürüm ben de
Deseler geçecek bu heves de
Çocuk da yaparım kariyer de",üzgün
Kenan Doğulu,Rütbeni Bileceksin,"3 ContributorsRütbeni Bileceksin Lyrics
Sen bu yollara yeni girmek isterken
Biz geri dönüyorduk
Mütevazı ol, biraz eksiltip söyle
En muhteşem sen olamazsın
Küçük dağları sen yarattın
Sanki insanlığı sen kurtardın
Kahramansan hani neredesin?
""Neydim"" demeyip ""ne oldum""cular
Hep tepetaklak savruldular
Nankörlük hain huy, yandılar

Ustan ""eyvah"" diyecek
Rüzgâr çok sert esecek
İyilikten vazgeçecek
Acı biberi diline kaşık ile sürecek

Sen hep kendini bilice'n
Geçme sınırını çizice'n
Önce rütbeni bilice'n
(Bilice'n, rütbeni bilice'n)

Herkes kendini bilecek
Durma sınırını çizecek
Kendi restini çekecek
Bu âlemde kendini bilice'n
Geçme sınırını çizice'n
Önce rütbeni bilice'n
(Bilice'n, rütbeni bilice'n)
Artık herkes kendini bilecek
Durma sınırını çizecek
Kendi restini çekecek

Hak ararken yine haddini aştın
Bu cesaret bardaktan taştı
Saygılı ol, biraz çamursuz güreş
Emeğe saygı bu kadar mı?
Küçük dağları sen yarattın
Sanki insanlığı sen kurtardın
Kahramansan hani neredesin?
""Neydim"" demeyip ""ne oldum""cular
Hep tepetaklak savruldular
Nankörlük hain huy, yandılar

Ustan ""eyvah"" diyecek
Rüzgâr çok sert esecek
İyilikten vazgeçecek
Acı biberi diline kaşık ile sürecek

Sen hep kendini bilice'n
Geçme sınırını çizice'n
Önce rütbeni bilice'n
Herkes kendini bilecek
Durma sınırını çizecek
Kendi restini çekecek
Bu âlemde kendini bilice'n
Geçme sınırını çizice'n
Önce rütbeni bilice'n
(Bilice'n, rütbeni bilice'n)
Artık herkes kendini bilecek
Durma sınırını çizecek
Kendi restini çekecek
(Restini çekecek)
Sen hep kendini bilice'n
Geçme sınırını çizice'n
Önce rütbeni bilice'n
(Rütbeni bilice'n)

Herkes kendini bilecek
Durma sınırını çizecek
Kendi restini çekecek
Bu âlemde kendini bilice'n
Geçme sınırını çizice'n
Önce rütbeni bilice'n
(Bilice'n, rütbeni bilice'n)
Artık herkes kendini bilecek
Durma sınırını çizecek
Kendi restini çekecek

Eyvallah...",üzgün
Levent Yüksel,Tuana,"3 ContributorsTuana Lyrics

Tuana, dallarına karlar yağıyor, Tuana
Ay, yüreğine ayaz vurur da sen üşürsün oralarda, ah
Uyan, artık uyan
Kara gülüm, zaman yok
Kara gülüm, mekân yok

Tut asırlık umutlarla, acılarla
Tut, bırakma peşini hayatın ateşini, gel
Ah, akıp, gider oyun, akıp, gider, devam eder hayat
Ah, uyan da gel, Tuana, yüreğim kan ağlıyor

Sana söz, yine baharlar gelecek, sana söz, ışık sönmeyecek
Ölüm yok ki, Tuana, uyan, şimdi yaşanacak
Sana söz, yine baharlar gelecek, sana söz, ışık sönmeyecek
Söz, söz, söz, söz
Söz, söz, söz

Tut asırlık umutlarla, acılarla
Tut, bırakma peşini hayatın ateşini, gel
Ah, akıp, gider oyun, akıp, gider, devam eder hayat
Ah, uyan da gel, Tuana, yüreğim kan ağlıyor

Sana söz, yine baharlar gelecek, sana söz, ışık sönmеyecek
Ölüm yok ki, Tuana, uyan, şimdi yaşanacak
Sana söz, yine baharlar gеlecek, sana söz, ışık sönmeyecek
Söz, söz, söz, söz
Söz, söz, söz, söz (Ah-ay-ay-ay-ah)

Söz, söz, söz, söz (Tuana, ah)
Söz, söz, söz, söz (Ay, ay, ay)
Söz, söz, söz, söz (Ay-ay-ay-ay, ay, ay-ay-ay-ay)
Söz (Ay)",üzgün
Göksel,Kurşuni Renkler,"3 ContributorsKurşuni Renkler Lyrics

Bir sabah saçlarımı okşayıp da rüzgâr
İzlerini sürüp de gidecek beyaz beyaz
Ve güneş, aynaya baktığımda çizgilerden
Yeni bir yüz gösterecek üzülerek biraz

Yok, olmaz, erken daha, biraz geç kalın ne olur
Hiç hazır değilim henüz
Ne olur baharlarımı bırakın bir süre daha
Tanıdık değil bana güz

Yok, olamaz dur, dur gidemezsin
Gözlerimin rengi, dur, bulutlara dönemezsin
Yok, alamazsın beni deli zaman, dur
Ömrüme o kurşuni renkleri süremezsin

Yok, olmaz, erken daha, biraz geç kalın ne olur
Hiç hazır değilim henüz
Ne olur baharlarımı bırakın bir süre daha
Tanıdık değil bana güz

O gün başka renkte ağaracak biliyorum
Ve zorla değil ya, o rengi hiç sevmiyorum
Ne olur sanki biraz daha zaman verseniz?
Yıllar, öfkenizi hiç mi hiç anlamıyorum

Yok, olmaz, erken daha, biraz geç kalın ne olur
Hiç hazır değilim henüz
Ne olur baharlarımı bırakın bir süre daha
Tanıdık değil bana güz

Yok, olamaz dur, dur gidemezsin
Gözlerimin rengi, dur, bulutlara dönemezsin
Yok, alamazsın beni deli zaman, dur
Ömrüme o kurşuni renkleri süremezsin

Yok, olmaz, erken daha, biraz geç kalın ne olur
Hiç hazır değilim henüz
Ne olur baharlarımı bırakın bir süre daha
Tanıdık değil bana güz",üzgün
Ajda Pekkan,Yan,"3 ContributorsYan LyricsÇok yoruldum yaşananlardan
Yok çok sıkıldım duyduklarımdan
E, sen erişilmez ulaşılmaz sanıyorsun
Kendini
Beni kaybettiğini hala içine sindiremedin
Ama bir şey unutma
Ağır gelir bende bulduklarını
Bir başkasında aradığın zaman
Yan gece gündüz yan
Milim milim yan
İnim inim inle aşkımdan haline yan
Bensizliğine yan sensizliğime yan
Beni bu hale nasıl getirdiğine yan
Gözümden düşersin
Geri döndüğün zaman
Söz-Müzik: Bülent Yetiş",üzgün
Bengü,Haberin Olsun,"3 ContributorsHaberin Olsun LyricsYakışmadı bize bu ayrılık
Sen ne dersen de
Yemin ederim söyleyemedim
Daha kimse bilmiyor
Ben istedim ki
Sadece ikimize dönsün bu dünya
Yemin ederim
Sensiz gözüme uyku girmiyor
Atalım içimize, susalım gitsin
Bütün öfkemizi yakalım, bitsin
Ortada bir durum yok onarılmaz
Yeter ki gurur bizi terk etsin
Biz ayrı yara bere içinde kalırız, haberin olsun
Yeter ki bir arada olalım, isterse dünya dursun!
Bu aşk böyle yarım kalamaz; bana güven, hiçbir şey olmaz!
Yerin sonsuza kadar benim yanım olsun",üzgün
Mabel Matiz,Gök Nerede,"4 ContributorsGök Nerede Lyrics
Kalbim yolların sürgünü, aldırma
Kararıyorum gölgesiz gururlarda

Sana değil, bana değil
Kaderimize bu feryat
Çareyi bul, bana getir
Çare ise sabır, dua

Kar bürüyor yollarımı
Kim doluyor kollarıma?
Yağ da yetiş be yağmurum
Ağarmıyor sabahlarım
""Yandım aman, yar."" demeden
Hangi ödünç kâr canıma?
Yağ da devir şu dağlarımı
Görelim gök nerede

Hangi sahranın gülüyüm, aldırmam
Kâh arıyorum, kâhi kayboldum or'da

Sana değil, bana değil
Kaderimize bu feryat
Çareyi bul, bana getir
Çare ise sabır, dua

(x2)
Kar bürüyor yollarımı
Kim doluyor kollarıma?
Yağ da yetiş be yağmurum
Ağarmıyor sabahlarım
""Yandım aman, yar."" demeden
Hangi ödünç kâr canıma?
Yağ da devir şu dağlarımı
Görelim gök nerede
(x2)
Görelim gök nerede",üzgün
Tuğba Yurt,İnceden İnceden,"5 Contributorsİnceden İnceden Lyrics

Geri dönmek için geç kaldın sıra sende, üzüleceksin
Varlığınla ne kazandırdın? Yokluğunla ne kaybettireceksin?
Bi' gün, iki gün sonra çözülür bağladığım karalar (Karalar)
Önüme bakarım taş olsan yoluma, kalbim seni paralar

""Gel deneyelim"" diyorsun, olur mu yeniden?
Ruhumu okşuyor inceden inceden
Kanmam be oğlum, neler gördüm neler
Nasibimi aldım tüm yeminlerden
""Deneyelim"" diyorsun, olur mu yeniden?
Ruhumu okşuyor inceden inceden
Kanmam be oğlum, neler gördüm neler
Nasibimi aldım tüm yeminlerden

Geri dönmek için geç kaldın sıra sende, üzüleceksin
Varlığınla ne kazandırdın? Yokluğunla ne kaybettireceksin?
Bi' gün, iki gün sonra çözülür bağladığım karalar (Karalar)
Önüme bakarım taş olsan yoluma, kalbim seni paralar

""Gel deneyelim"" diyorsun, olur mu yeniden?
Ruhumu okşuyor inceden inceden
Kanmam be oğlum, neler gördüm neler
Nasibimi aldım tüm yeminlerden
""Deneyelim"" diyorsun, olur mu yeniden?
Ruhumu okşuyor inceden inceden
Kanmam be oğlum, neler gördüm neler
Nasibimi aldım tüm yeminlerden
""Deneyelim"" diyorsun, olur mu yeniden?
Ruhumu okşuyor inceden inceden
Kanmam be oğlum, neler gördüm neler
Nasibimi aldım tüm yeminlerden
""Deneyelim"" diyorsun, olur mu yeniden?
Ruhumu okşuyor inceden inceden
Kanmam be oğlum, neler gördüm neler
Nasibimi aldım tüm yeminlerden",üzgün
Müslüm Gürses,İtirazım Var,"14 Contributorsİtirazım Var Lyrics

İtirazım var bu zalim kadere
İtirazım var bu sonsuz kedere
Feleğin cilvesine, hayatın sillesine
Dertlerin cümlesine itirazım var
Yarım kalan sevgiye, şu emanet gülmeye
Yaşamadan ölmeye itirazım var

Ben hep yenilmeye mahkûm muyum?
Ben hep ezilmeye mecbur muyum?
İtirazım var bu yalan dolana
Benim şu dertlere ne borcum var ki?
Tuttu, yakamı bırakmıyor
Benim mutlulukla ne zorum var ki?
Bana cehennemi aratmıyor
Bana cehennemi aratmıyor

İtirazım var değişmez yazıma
İtirazım var bu dertli şansıma
Sevginin sahtesine, hayatın cilvesine
Talihin böylesine itirazım var
Yalan dolu gözlere, durulmamış sözlere
Dost olmayan yüzlere itirazım var

Ben hep yenilmeye mahkûm muyum?
Ben hep ezilmeye mecbur muyum?
İtirazım var bu yalan dolana
Benim şu dertlere ne borcum var ki?
Tuttu, yakamı bırakmıyor
Benim mutlulukla ne zorum var ki?
Bana cehennemi aratmıyor
Bana cehennemi aratmıyor

İtirazım var bu zalim kadere
İtirazım var bu sonsuz kedere, feleğin cilvesine
Hayatın sillesine, dertlerin cümlesine itirazım var
Yarım kalan sevgiye, şu emanet gülmeye, yaşamadan ölmeye itirazım var
Ben hep böyle yenilmeye mahkûm muyum?
Ben hep böyle ezilmeye mecbur muyum?
İtirazım var bu yalan dolana, benim şu dertlere ne borcum var ki?
Tuttu, yakamı bırakmıyor
Benim mutlulukla ne zorum var ki bana cehennemi aratmıyor?
İtirazım var, itirazım var, itirazım var",üzgün
İbrahim Tatlıses,Haydi Söyle,"2 ContributorsHaydi Söyle Lyrics
Seni gördüğüm zaman
Dilim neden tutulur?
Seni gördüğüm zaman
Güller elimde kurur
Seni gördüğüm zaman
Hayat sanki son bulur
Gözlerine bakınca
Dünyalar benim olur

Susma gönlüm sen söyle
Haydi gönlüm sen söyle
Aşkımı sevgiliye
Derdimi sevgiliye

Haydi söyle
Onu nasıl sevdiğimi
Haydi söyle
Rüyalarda gördüğümü
Haydi söyle
Uykusuz gecelerimi
Haydi söyle

Haydi söyle
Onu nasıl sevdiğimi
Haydi söyle
Rüyalarda gördüğümü
Haydi söyle
Uykusuz gecelerimi
Haydi söyle

Seni gördüğüm zaman
Beni bir ateş sarar
Seni gördüğüm zaman
Yanar yüreğim, yanar
Seni gördüğüm zaman
Canlanır tüm anılar
Seni gördüğüm zaman
Durur bütün zamanlar

Susma gönlüm sen söyle
Haydi gönlüm sen söyle
Aşkımı sevgiliye
Derdimi sevgiliye

Haydi söyle
Onu nasıl sevdiğimi
Haydi söyle
Rüyalarda gördüğümü
Haydi söyle
Uykusuz gecelerimi
Haydi söyle

Haydi söyle
Onu nasıl sevdiğimi
Haydi söyle
Rüyalarda gördüğümü
Haydi söyle
Uykusuz gecelerimi
Haydi söyle",üzgün
Feridun Düzağaç,Alev Alev,"3 ContributorsAlev Alev Lyrics

Alev alev yanıyorum
Buzlarım çözülüyor aşka
Gardım düşüyor, tutamıyorum
Korkuyorum bakışların çarpınca bana
Alev alev yanıyorum
Buzlarım çözülüyor aşka
Gardım düşüyor, tutamıyorum
Korkuyorum bakışların çarpınca bana

Birbirimize bi'kaç aşk kadar geç kalmış olmasaydık
Hep yanlış gidenlerin ardından yorulmasaydık
Birbirimize bi'kaç aşk kadar geç kalmış olmasaydık
Hep yanlış gidenlerin ardından yorulmasaydık

Alev alev yandığım doğru
Küllerimden doğar mıyım sana doğru?
Kendimi arıyorken olmaktan korktuğum yerdeyim
Sendeyim, al beni, ne yaparsan yap
Al beni, ne yaparsan yap

Sen ışığını arayan güzel günebakan
Ben tozuna, dumanına hasret bir enkaz

Alev alev yandığım doğru
Küllerimden doğar mıyım sana doğru?
Kendimi arıyorken olmaktan korktuğum yerdeyim
Sendeyim, al beni, ne yaparsan yap
Alev alev yandığım doğru
Küllerimden doğar mıyım sana doğru?
Kendimi arıyorken olmaktan korktuğum yerdeyim
Sendeyim, al beni, ne yaparsan yap

Al beni, ne yaparsan yap
Al beni, ne yaparsan yap
Al beni, ne yaparsan yap",üzgün
Mazhar Alanson,Benim Hala Umudum Var,"6 ContributorsBenim Hala Umudum Var Lyrics
Benim hala umudum var
İsyan etsem de istediğim kadar
İnat etsem bile bırakmazlar sahibim var

Benim hala umudum var
Seviyorlar bazen soruyorlar
Hayran hayran seyret, ister katıl, ister vazgeç

Güzel günler bizi bekler
Eyvallah dersin olur biter
Güzel günler bizi bekler
Eyvallah dersin geçer gider

Boyun büküp önünde ağlasam sessizce
Şu garip gönlüm affolur mu
Bu fırtına durulur mu, benden adam olur mu
Korkarım aşka zararım dokunur mu

Elveda sana yeter tamam
Bitsin artık bu dram, bu fotoroman
Ham meyvayız hala, koparmışlar dalımızdan

Güzel günler bizi bekler
Eyvallah dersin olur biter
Güzel günler bizi bekler
Eyvallah dersin geçer gider

Bıraksam kendimi
Şöyle oh ne rahat
Bu da geçer gülüm yaşamana bak
Alınacak dersler var sorulacak sorular
Bu da geçer gülüm bizden bu kadar

Benim hala umudum var
İsyan etsem de istediğim kadar
İnat etsem bile bırakmazlar sahibim var",üzgün
Cem Karaca,Resimdeki Gözyaşları,"8 ContributorsResimdeki Gözyaşları Lyrics

Bir gün belki hayattan
Geçmişteki günlerden
Bir teselli ararsın
Bak o zaman resmime
Gör akan o yaşları

Benden sana son kalan
Bir küçük resim şimdi
Cevap veremez ama
Ağlar yalnızlığına
Ve işte artakalan
Bir avuç anı şimdi
Koyup da bir başıma
Bırakıp gittin beni

Bir gün belki hayattan
Geçmişteki günlerden
Bir teselli ararsın
Bak o zaman resmime

Sen yalnız değilsin
Biliyorum ner'desin
Bu üzerdi beni
Yaşasaydın ve görseydin

Bir gün belki hayattan
Geçmişteki günlerden
Bir teselli ararsın
Bak o zaman resmime
Gör akan o yaşları",üzgün
